key,ideaA,ideaB,persona,relatedness,generality,model,relatedness_human,generality_human
"('divinelaw', 'philosophyofreligion')",divine law,philosophy of religion,expert,3,0,gpt-4o,3,3
"('divinelaw', 'philosophyofreligion')",divine law,philosophy of religion,phd,3,0,gpt-4o,4,0
"('divinelaw', 'philosophyofreligion')",divine law,philosophy of religion,phd,3,0,gpt-4o,4,0
"('existence', 'philosophyofmind')",existence,philosophy of mind,expert,3,1,gpt-4o,1,-1
"('existence', 'philosophyofmind')",existence,philosophy of mind,expert,3,1,gpt-4o,0,-1
"('existence', 'philosophyofmind')",existence,philosophy of mind,expert,3,1,gpt-4o,4,1
"('existence', 'philosophyofmind')",existence,philosophy of mind,expert,3,1,gpt-4o,2,1
"('existence', 'philosophyofmind')",existence,philosophy of mind,phd,3,1,gpt-4o,2,3
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,expert,3,0,gpt-4o,3,1
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,expert,3,0,gpt-4o,3,2
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,phd,3,0,gpt-4o,2,-1
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,phd,3,0,gpt-4o,2,2
"('lawsofnature', 'metaphysics')",laws of nature,metaphysics,expert,3,0,gpt-4o,3,3
"('lawsofnature', 'metaphysics')",laws of nature,metaphysics,phd,3,0,gpt-4o,4,0
"('ideas', 'perception')",ideas,perception,expert,2,1,gpt-4o,4,2
"('ideas', 'perception')",ideas,perception,phd,3,1,gpt-4o,3,3
"('chinesephilosophy', 'taoism')",taoism,chinese philosophy,novice,4,0,gemini,3,0
"('chinesephilosophy', 'taoism')",taoism,chinese philosophy,course_taker,4,0,gemini,3,0
"('chinesephilosophy', 'taoism')",taoism,chinese philosophy,expert,4,0,gemini,4,0
"('chinesephilosophy', 'taoism')",taoism,chinese philosophy,expert,4,0,gemini,4,0
"('chinesephilosophy', 'taoism')",taoism,chinese philosophy,phd,4,0,gemini,4,0
"('meaning', 'philosophyoflanguage')",philosophy of language,meaning,novice,4,0,gemini,2,0
"('meaning', 'philosophyoflanguage')",philosophy of language,meaning,course_taker,4,0,gemini,4,1
"('meaning', 'philosophyoflanguage')",philosophy of language,meaning,expert,4,1,gemini,-1,0
"('meaning', 'philosophyoflanguage')",philosophy of language,meaning,phd,4,1,gemini,4,3
"('meaning', 'philosophyoflanguage')",philosophy of language,meaning,phd,4,1,gemini,4,3
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,novice,4,1,gemini,4,3
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,expert,4,1,gemini,4,2
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,expert,4,1,gemini,4,1
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,expert,4,1,gemini,4,3
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,phd,4,0,gemini,4,1
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,phd,4,0,gemini,4,-1
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,phd,4,0,gemini,4,2
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,phd,4,0,gemini,4,2
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,phd,4,0,gemini,4,2
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,course_taker,4,1,gemini,-1,-1
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,expert,4,1,gemini,3,0
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,expert,4,1,gemini,4,0
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,expert,4,1,gemini,4,0
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,phd,4,1,gemini,4,0
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,phd,4,1,gemini,4,-1
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,phd,4,1,gemini,3,0
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,phd,4,1,gemini,4,0
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,phd,4,1,gemini,2,0
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,phd,4,1,gemini,2,3
"('metaphysics', 'substance')",metaphysics,substance,course_taker,4,1,gemini,4,1
"('metaphysics', 'substance')",metaphysics,substance,expert,4,1,gemini,3,0
"('metaphysics', 'substance')",metaphysics,substance,phd,4,1,gemini,4,0
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,novice,4,1,gemini,4,3
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,expert,4,1,gemini,4,3
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,phd,4,1,gemini,4,-1
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,phd,4,1,gemini,4,0
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,phd,4,1,gemini,4,0
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,phd,4,1,gemini,4,0
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,course_taker,4,1,gemini,4,0
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,expert,4,1,gemini,4,-1
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,phd,4,1,gemini,3,-1
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,novice,4,1,gemini,2,-1
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,expert,4,1,gemini,2,0
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,phd,4,1,gemini,3,-1
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,phd,4,1,gemini,4,2
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,phd,4,1,gemini,2,3
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,course_taker,4,0,gemini,-1,-1
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,expert,4,0,gemini,4,1
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,expert,4,0,gemini,4,1
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,phd,4,0,gemini,4,0
"('philosophyofreligion', 'religion')",philosophy of religion,religion,course_taker,4,0,gemini,4,2
"('philosophyofreligion', 'religion')",philosophy of religion,religion,expert,4,0,gemini,4,1
"('philosophyofreligion', 'religion')",philosophy of religion,religion,expert,4,0,gemini,4,1
"('philosophyofreligion', 'religion')",philosophy of religion,religion,phd,4,0,gemini,4,1
"('philosophyofreligion', 'religion')",philosophy of religion,religion,phd,4,0,gemini,4,1
"('philosophyofreligion', 'religion')",philosophy of religion,religion,phd,4,0,gemini,4,0
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,course_taker,4,2,gemini,4,1
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,expert,4,2,gemini,4,0
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,expert,4,2,gemini,4,-1
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,phd,4,2,gemini,4,0
"('belief', 'philosophyofreligion')",philosophy of religion,belief,course_taker,4,0,gemini,4,0
"('belief', 'philosophyofreligion')",philosophy of religion,belief,expert,4,0,gemini,4,0
"('belief', 'philosophyofreligion')",philosophy of religion,belief,phd,4,0,gemini,4,1
"('belief', 'philosophyofreligion')",philosophy of religion,belief,phd,4,0,gemini,3,0
"('belief', 'philosophyofreligion')",philosophy of religion,belief,phd,4,0,gemini,3,0
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,course_taker,4,1,gemini,3,0
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,expert,4,1,gemini,4,1
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,phd,4,1,gemini,4,0
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,course_taker,4,0,gemini,4,1
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,expert,4,3,gemini,4,-1
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,phd,4,0,gemini,4,1
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,phd,4,0,gemini,3,-1
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,course_taker,3,3,gemini,4,1
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,expert,3,3,gemini,3,-1
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,expert,3,3,gemini,4,0
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,expert,3,3,gemini,3,3
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,phd,4,0,gemini,2,3
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,course_taker,3,3,gemini,3,0
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,expert,4,3,gemini,3,0
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,expert,4,3,gemini,4,0
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,phd,4,3,gemini,4,0
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,phd,4,3,gemini,1,0
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,phd,4,3,gemini,4,0
"('cognitivescience', 'mind')",cognitive science,mind,course_taker,4,0,gemini,4,0
"('cognitivescience', 'mind')",cognitive science,mind,expert,4,0,gemini,4,0
"('cognitivescience', 'mind')",cognitive science,mind,phd,4,0,gemini,4,3
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,novice,4,0,gemini,2,0
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,expert,4,0,gemini,4,0
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,phd,4,0,gemini,4,0
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,course_taker,4,1,gemini,4,0
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,expert,4,1,gemini,4,0
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,expert,4,1,gemini,4,-1
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,phd,4,1,gemini,4,0
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,course_taker,4,0,gemini,4,2
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,expert,4,1,gemini,4,-1
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,expert,4,1,gemini,4,2
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,expert,4,1,gemini,4,0
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,expert,4,1,gemini,4,2
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,phd,4,0,gemini,4,0
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,phd,4,0,gemini,4,0
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,phd,4,0,gemini,3,2
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,course_taker,3,3,gemini,1,2
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,expert,3,3,gemini,1,2
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,phd,3,3,gemini,3,-1
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,phd,3,3,gemini,2,0
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,phd,3,3,gemini,1,0
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,phd,3,3,gemini,4,1
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,phd,3,3,gemini,1,2
"('cognitivescience', 'connectionism')",connectionism,cognitive science,course_taker,4,0,gemini,4,1
"('cognitivescience', 'connectionism')",connectionism,cognitive science,expert,4,0,gemini,4,0
"('cognitivescience', 'connectionism')",connectionism,cognitive science,expert,4,0,gemini,4,-1
"('cognitivescience', 'connectionism')",connectionism,cognitive science,phd,4,0,gemini,4,0
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,course_taker,4,1,gemini,3,0
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,expert,4,1,gemini,3,2
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,phd,4,1,gemini,4,0
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,phd,4,1,gemini,2,0
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,phd,4,1,gemini,4,0
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,course_taker,4,3,gemini,4,0
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,expert,4,3,gemini,4,0
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,expert,4,3,gemini,4,0
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,phd,4,3,gemini,4,0
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,phd,4,3,gemini,4,0
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,phd,4,3,gemini,4,0
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,novice,4,0,gemini,2,0
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,expert,4,0,gemini,4,0
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,phd,4,0,gemini,4,0
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,course_taker,4,3,gemini,4,2
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,expert,4,1,gemini,4,-1
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,expert,4,1,gemini,4,2
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,phd,4,1,gemini,4,3
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,phd,4,1,gemini,4,0
"('cognitivescience', 'representation')",cognitive science,representation,course_taker,4,0,gemini,4,0
"('cognitivescience', 'representation')",cognitive science,representation,expert,4,0,gemini,4,1
"('cognitivescience', 'representation')",cognitive science,representation,phd,4,3,gemini,4,3
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,novice,3,3,gemini,4,3
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,expert,3,3,gemini,2,1
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,expert,3,3,gemini,4,3
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,phd,3,3,gemini,4,-1
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,phd,3,3,gemini,3,0
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,phd,3,3,gemini,3,3
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,phd,3,3,gemini,3,0
"('artificialintelligence', 'logic')",artificial intelligence,logic,course_taker,4,0,gemini,4,2
"('artificialintelligence', 'logic')",artificial intelligence,logic,expert,4,0,gemini,4,1
"('artificialintelligence', 'logic')",artificial intelligence,logic,expert,4,0,gemini,3,3
"('artificialintelligence', 'logic')",artificial intelligence,logic,phd,4,3,gemini,4,3
"('artificialintelligence', 'logic')",artificial intelligence,logic,phd,4,3,gemini,3,2
"('artificialintelligence', 'logic')",artificial intelligence,logic,phd,4,3,gemini,2,0
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,expert,4,0,gemini,4,2
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,phd,4,0,gemini,4,0
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,phd,4,0,gemini,4,2
"('mentalcontent', 'representation')",representation,mental content,expert,4,0,gemini,4,1
"('mentalcontent', 'representation')",representation,mental content,phd,4,3,gemini,4,0
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,expert,4,0,gemini,4,2
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,expert,4,0,gemini,4,-1
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,phd,4,0,gemini,4,0
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,phd,4,0,gemini,3,2
"('aristotleonnoncontradiction', 'perception')",aristotle on non-contradiction,perception,expert,1,3,gemini,0,-1
"('aristotleonnoncontradiction', 'perception')",aristotle on non-contradiction,perception,phd,2,3,gemini,0,-1
"('epistemology', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,epistemology,expert,1,3,gemini,0,-1
"('epistemology', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,epistemology,phd,1,3,gemini,1,2
"('epistemology', 'realism')",realism,epistemology,expert,4,3,gemini,3,0
"('epistemology', 'realism')",realism,epistemology,phd,4,3,gemini,2,-1
"('epistemology', 'realism')",realism,epistemology,phd,4,3,gemini,2,0
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,expert,3,0,gemini,2,2
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,expert,3,0,gemini,1,0
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,phd,3,0,gemini,3,-1
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,phd,3,0,gemini,2,2
"('metaphysics', 'realismandantirealism')",realism and anti-realism,metaphysics,expert,4,0,gemini,4,0
"('metaphysics', 'realismandantirealism')",realism and anti-realism,metaphysics,expert,4,0,gemini,4,0
"('metaphysics', 'realismandantirealism')",realism and anti-realism,metaphysics,phd,4,0,gemini,4,0
"('metaphysics', 'realismandantirealism')",realism and anti-realism,metaphysics,phd,4,0,gemini,4,0
"('metaphysics', 'realismandantirealism')",realism and anti-realism,metaphysics,phd,4,0,gemini,3,2
"('einsteinsphilosophyofscience', 'philosophyofscienceandthesciences')",einstein's philosophy of science,philosophy of science and the sciences,expert,4,0,gemini,3,0
"('einsteinsphilosophyofscience', 'philosophyofscienceandthesciences')",einstein's philosophy of science,philosophy of science and the sciences,phd,4,0,gemini,4,-1
"('einsteinsphilosophyofscience', 'philosophyofscienceandthesciences')",einstein's philosophy of science,philosophy of science and the sciences,phd,4,0,gemini,4,0
"('einsteinsphilosophyofscience', 'philosophyofscienceandthesciences')",einstein's philosophy of science,philosophy of science and the sciences,phd,4,0,gemini,4,0
"('medievaltheoriesofrelations', 'metaphysics')",medieval theories of relations,metaphysics,expert,4,0,gemini,3,0
"('medievaltheoriesofrelations', 'metaphysics')",medieval theories of relations,metaphysics,phd,4,0,gemini,4,0
"('medievaltheoriesofrelations', 'metaphysics')",medieval theories of relations,metaphysics,phd,4,0,gemini,4,0
"('epistemology', 'probability')",probability,epistemology,expert,4,0,gemini,4,0
"('epistemology', 'probability')",probability,epistemology,phd,4,0,gemini,3,3
"('epistemologicalproblemsoftestimony', 'epistemology')",epistemological problems of testimony,epistemology,expert,4,0,gemini,3,0
"('epistemologicalproblemsoftestimony', 'epistemology')",epistemological problems of testimony,epistemology,phd,4,0,gemini,4,-1
"('epistemologicalproblemsoftestimony', 'epistemology')",epistemological problems of testimony,epistemology,phd,4,0,gemini,4,0
"('epistemologicalproblemsoftestimony', 'epistemology')",epistemological problems of testimony,epistemology,phd,4,0,gemini,4,0
"('epistemology', 'reliabilism')",reliabilism,epistemology,expert,4,0,gemini,4,0
"('epistemology', 'reliabilism')",reliabilism,epistemology,expert,4,0,gemini,4,0
"('epistemology', 'reliabilism')",reliabilism,epistemology,phd,4,0,gemini,4,-1
"('epistemology', 'reliabilism')",reliabilism,epistemology,phd,4,0,gemini,4,0
"('epistemology', 'reliabilism')",reliabilism,epistemology,phd,4,0,gemini,4,0
"('connectionism', 'connectionistmodel')",connectionism,connectionist model,course_taker,4,1,gemini,4,0
"('connectionism', 'connectionistmodel')",connectionism,connectionist model,phd,4,1,gemini,3,0
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,expert,2,3,gemini,1,-1
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,expert,2,3,gemini,1,1
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,expert,2,3,gemini,2,0
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,expert,2,3,gemini,0,-1
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,phd,1,3,gemini,0,-1
"('autism', 'perception')",autism,perception,expert,4,0,gemini,1,3
"('autism', 'perception')",autism,perception,phd,3,3,gemini,0,-1
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,expert,4,0,gemini,4,-1
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,expert,4,0,gemini,4,0
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,expert,4,0,gemini,4,0
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,expert,4,0,gemini,4,0
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,expert,4,0,gemini,4,1
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,expert,4,0,gemini,4,1
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,phd,4,0,gemini,3,0
"('knowledge', 'rationalismvsempiricism')",rationalism vs. empiricism,knowledge,expert,4,0,gemini,4,0
"('knowledge', 'rationalismvsempiricism')",rationalism vs. empiricism,knowledge,phd,4,0,gemini,4,0
"('higherordertheoriesofconsciousness', 'perception')",higher-order theories of consciousness,perception,expert,3,0,gemini,3,0
"('higherordertheoriesofconsciousness', 'perception')",higher-order theories of consciousness,perception,phd,2,0,gemini,3,0
"('artisticrepresentation', 'perception')",artistic representation,perception,expert,4,0,gemini,3,0
"('artisticrepresentation', 'perception')",artistic representation,perception,expert,4,0,gemini,4,2
"('artisticrepresentation', 'perception')",artistic representation,perception,phd,3,0,gemini,0,-1
"('chineseandwestern', 'chinesephilosophy')",chinese and western,chinese philosophy,novice,3,3,gemini,-1,-1
"('chineseandwestern', 'chinesephilosophy')",chinese and western,chinese philosophy,expert,3,3,gemini,3,1
"('philosophyofcomputerscience', 'philosophyofmathematics')",philosophy of computer science,philosophy of mathematics,course_taker,3,3,gemini,3,2
"('philosophyofcomputerscience', 'philosophyofmathematics')",philosophy of computer science,philosophy of mathematics,phd,3,3,gemini,4,2
"('epistemologicalproblemsoftestimony', 'perception')",epistemological problems of testimony,perception,expert,2,3,gemini,3,0
"('epistemologicalproblemsoftestimony', 'perception')",epistemological problems of testimony,perception,phd,2,3,gemini,0,-1
"('everettsrelativestateformulationofquantummechanics', 'philosophyofmind')",everett's relative-state formulation of quantum mechanics,philosophy of mind,expert,2,0,gemini,1,-1
"('everettsrelativestateformulationofquantummechanics', 'philosophyofmind')",everett's relative-state formulation of quantum mechanics,philosophy of mind,expert,2,0,gemini,0,-1
"('everettsrelativestateformulationofquantummechanics', 'philosophyofmind')",everett's relative-state formulation of quantum mechanics,philosophy of mind,expert,2,0,gemini,1,0
"('everettsrelativestateformulationofquantummechanics', 'philosophyofmind')",everett's relative-state formulation of quantum mechanics,philosophy of mind,phd,2,0,gemini,0,-1
"('consciousness', 'unityofconsciousness')",unity of consciousness,consciousness,expert,4,0,gemini,4,1
"('consciousness', 'unityofconsciousness')",unity of consciousness,consciousness,phd,4,0,gemini,4,0
"('foreknowledgeandfreewill', 'freewill')",foreknowledge and free will,free will,expert,4,0,gemini,4,-1
"('foreknowledgeandfreewill', 'freewill')",foreknowledge and free will,free will,phd,4,0,gemini,4,0
"('aristotleslogic', 'metaphysics')",aristotle's logic,metaphysics,expert,3,0,gemini,1,0
"('aristotleslogic', 'metaphysics')",aristotle's logic,metaphysics,expert,3,0,gemini,3,3
"('aristotleslogic', 'metaphysics')",aristotle's logic,metaphysics,phd,4,0,gemini,1,0
"('aristotleslogic', 'metaphysics')",aristotle's logic,metaphysics,phd,4,0,gemini,2,3
"('intentionality', 'perception')",intentionality,perception,expert,4,3,gemini,3,2
"('intentionality', 'perception')",intentionality,perception,phd,4,3,gemini,4,1
"('philosophyandchristiantheology', 'philosophyofreligion')",philosophy and christian theology,philosophy of religion,expert,4,1,gemini,4,0
"('philosophyandchristiantheology', 'philosophyofreligion')",philosophy and christian theology,philosophy of religion,phd,4,3,gemini,4,0
"('philosophyandchristiantheology', 'philosophyofreligion')",philosophy and christian theology,philosophy of religion,phd,4,3,gemini,4,0
"('computationallinguistics', 'perception')",computational linguistics,perception,expert,2,3,gemini,0,-1
"('computationallinguistics', 'perception')",computational linguistics,perception,phd,1,3,gemini,0,-1
"('metaphysics', 'naturaltheology')",natural theology,metaphysics,expert,4,0,gemini,3,3
"('metaphysics', 'naturaltheology')",natural theology,metaphysics,phd,4,0,gemini,4,0
"('artificialintelligence', 'outputunit')",output unit,artificial intelligence,expert,2,0,gemini,4,0
"('artificialintelligence', 'outputunit')",output unit,artificial intelligence,expert,2,0,gemini,4,-1
"('artificialintelligence', 'outputunit')",output unit,artificial intelligence,phd,3,0,gemini,1,0
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,expert,4,0,gemini,4,-1
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,expert,4,0,gemini,4,0
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,expert,4,0,gemini,4,0
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,expert,4,0,gemini,4,1
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,phd,4,0,gemini,3,3
"('philosophyoflanguage', 'sentence')",sentence,philosophy of language,expert,4,0,gemini,-1,0
"('philosophyoflanguage', 'sentence')",sentence,philosophy of language,phd,4,0,gemini,4,0
"('philosophyoflanguage', 'sentence')",sentence,philosophy of language,phd,4,0,gemini,4,0
"('perception', 'selfknowledge')",self-knowledge,perception,expert,3,3,gemini,3,2
"('perception', 'selfknowledge')",self-knowledge,perception,expert,3,3,gemini,2,2
"('perception', 'selfknowledge')",self-knowledge,perception,phd,2,3,gemini,2,2
"('continuant', 'metaphysics')",continuant,metaphysics,expert,4,0,gemini,4,0
"('continuant', 'metaphysics')",continuant,metaphysics,phd,4,0,gemini,4,0
"('matter', 'philosophyofreligion')",matter,philosophy of religion,expert,1,3,gemini,1,1
"('matter', 'philosophyofreligion')",matter,philosophy of religion,phd,1,3,gemini,0,-1
