key,ideaA,ideaB,relatedness,generality,persona
"('chinesephilosophy', 'westernphilosophy')",western philosophy,chinese philosophy,2,2,expert
"('naturallaw', 'philosophyoflaw')",natural law,philosophy of law,0,-1,phd
"('naturallaw', 'philosophyoflaw')",natural law,philosophy of law,4,0,expert
"('chinesephilosophy', 'zenbuddhism')",zen buddhism,chinese philosophy,4,0,phd
"('chinesephilosophy', 'zenbuddhism')",zen buddhism,chinese philosophy,4,3,expert
"('metaphysics', 'metaphysicsofscience')",metaphysics of science,metaphysics,4,0,phd
"('metaphysics', 'metaphysicsofscience')",metaphysics of science,metaphysics,4,-1,phd
"('metaphysics', 'metaphysicsofscience')",metaphysics of science,metaphysics,3,0,expert
"('cognitivescience', 'philosophyofscienceandthesciences')",cognitive science,philosophy of science and the sciences,3,-1,phd
"('cognitivescience', 'philosophyofscienceandthesciences')",cognitive science,philosophy of science and the sciences,4,0,phd
"('cognitivescience', 'philosophyofscienceandthesciences')",cognitive science,philosophy of science and the sciences,4,0,expert
"('metaphysics', 'modernphilosophy')",modern philosophy,metaphysics,1,0,phd
"('metaphysics', 'modernphilosophy')",modern philosophy,metaphysics,3,3,expert
"('metaphysics', 'personalidentityandethics')",personal identity and ethics,metaphysics,4,0,phd
"('metaphysics', 'personalidentityandethics')",personal identity and ethics,metaphysics,3,3,expert
"('perception', 'unitarianism')",unitarianism,perception,0,-1,phd
"('perception', 'unitarianism')",unitarianism,perception,0,-1,expert
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,2,-1,phd
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,4,0,phd
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,1,1,phd
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,3,3,phd
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,2,1,expert
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,0,-1,phd
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,0,-1,phd
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,0,-1,expert
"('activationvalue', 'folkpsychology')",activation value,folk psychology,0,-1,phd
"('activationvalue', 'folkpsychology')",activation value,folk psychology,1,3,expert
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,3,0,course_taker
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,4,0,phd
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,4,0,phd
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,4,0,phd
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0,phd
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0,phd
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0,phd
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,-1,expert
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0,expert
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0,expert
"('historyoflogic', 'intuitionisticlogic')",intuitionistic logic,history of logic,3,-1,novice
"('historyoflogic', 'intuitionisticlogic')",intuitionistic logic,history of logic,2,0,phd
"('blindsight', 'perception')",blindsight,perception,4,0,phd
"('blindsight', 'perception')",blindsight,perception,3,0,expert
"('scientificmethodology', 'unityofscience')",unity of science,scientific methodology,2,-1,novice
"('scientificmethodology', 'unityofscience')",unity of science,scientific methodology,4,1,phd
"('cognitivescience', 'neuralnetwork')",neural network,cognitive science,3,0,phd
"('cognitivescience', 'neuralnetwork')",neural network,cognitive science,4,0,expert
"('cognitivescience', 'neuralnetwork')",neural network,cognitive science,4,-1,expert
"('metaphysics', 'time')",time,metaphysics,4,0,phd
"('metaphysics', 'time')",time,metaphysics,3,3,expert
"('metaphysics', 'time')",time,metaphysics,3,3,expert
"('functionalism', 'philosophyofmind')",functionalism,philosophy of mind,4,0,phd
"('functionalism', 'philosophyofmind')",functionalism,philosophy of mind,4,1,expert
"('foundationalism', 'foundationalisttheoriesofepistemicjustification')",foundationalist theories of epistemic justification,foundationalism,4,0,phd
"('foundationalism', 'foundationalisttheoriesofepistemicjustification')",foundationalist theories of epistemic justification,foundationalism,4,1,expert
"('intuitionisticlogic', 'logic')",logic,intuitionistic logic,-1,0,course_taker
"('intuitionisticlogic', 'logic')",logic,intuitionistic logic,4,0,phd
"('connectionism', 'neuralnetwork')",connectionism,neural network,4,1,course_taker
"('connectionism', 'neuralnetwork')",connectionism,neural network,4,0,phd
"('causaltheoriesofmentalcontent', 'perception')",causal theories of mental content,perception,3,1,phd
"('causaltheoriesofmentalcontent', 'perception')",causal theories of mental content,perception,4,2,expert
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,4,0,phd
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,4,0,expert
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,4,1,expert
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,0,-1,phd
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,3,-1,expert
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,1,2,expert
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,4,0,phd
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,4,0,phd
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,4,0,phd
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,4,0,expert
"('epistemology', 'gettierproblem')",gettier problem,epistemology,4,-1,phd
"('epistemology', 'gettierproblem')",gettier problem,epistemology,4,0,phd
"('epistemology', 'gettierproblem')",gettier problem,epistemology,4,0,expert
"('epistemology', 'internalism')",internalism,epistemology,4,0,phd
"('epistemology', 'internalism')",internalism,epistemology,4,0,expert
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,4,3,phd
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,4,0,phd
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,3,3,expert
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0,phd
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0,phd
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0,phd
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0,expert
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0,expert
"('existence', 'metaphysics')",existence,metaphysics,4,0,phd
"('existence', 'metaphysics')",existence,metaphysics,4,2,phd
"('existence', 'metaphysics')",existence,metaphysics,4,0,expert
"('existence', 'metaphysics')",existence,metaphysics,4,1,expert
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,4,3,phd
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,2,0,phd
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,3,0,expert
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,4,-1,phd
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,3,0,phd
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,4,0,phd
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,4,3,expert
"('epistemology', 'naturalisminlegalphilosophy')",naturalism in legal philosophy,epistemology,1,-1,phd
"('epistemology', 'naturalisminlegalphilosophy')",naturalism in legal philosophy,epistemology,0,3,expert
"('perception', 'philosophyofperception')",philosophy of perception,perception,4,2,phd
"('perception', 'philosophyofperception')",philosophy of perception,perception,4,2,expert
"('epistemology', 'platonicrealism')",platonic realism,epistemology,1,3,phd
"('epistemology', 'platonicrealism')",platonic realism,epistemology,1,1,expert
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0,phd
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0,phd
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0,phd
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,-1,expert
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0,expert
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0,expert
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,3,-1,expert
"('civilrights', 'racism')",racism,civil rights,4,2,course_taker
"('civilrights', 'racism')",racism,civil rights,4,0,phd
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0,phd
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,-1,phd
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,3,0,phd
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0,phd
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,1,0,phd
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,2,0,phd
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0,expert
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0,expert
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0,expert
"('leibnizoncausation', 'perception')",leibniz on causation,perception,0,-1,phd
"('leibnizoncausation', 'perception')",leibniz on causation,perception,2,0,expert
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,4,-1,phd
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,4,0,phd
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,4,0,phd
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,4,0,expert
"('epistemology', 'sensedata')",sense data,epistemology,3,3,phd
"('epistemology', 'sensedata')",sense data,epistemology,4,0,expert
"('epistemology', 'testimony')",testimony,epistemology,4,0,phd
"('epistemology', 'testimony')",testimony,epistemology,4,0,expert
"('epistemology', 'scientifictheory')",scientific theory,epistemology,2,3,phd
"('epistemology', 'scientifictheory')",scientific theory,epistemology,3,1,expert
"('medievaltheoriesofcausality', 'metaphysics')",medieval theories of causality,metaphysics,4,0,phd
"('medievaltheoriesofcausality', 'metaphysics')",medieval theories of causality,metaphysics,4,0,expert
"('artificialintelligence', 'connectionistmodel')",connectionist model,artificial intelligence,1,0,phd
"('artificialintelligence', 'connectionistmodel')",connectionist model,artificial intelligence,4,-1,expert
"('classicallogic', 'logic')",logic,classical logic,4,0,course_taker
"('classicallogic', 'logic')",logic,classical logic,4,0,phd
"('classicallogic', 'logic')",logic,classical logic,4,0,phd
"('classicallogic', 'logic')",logic,classical logic,4,0,phd
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,2,2,phd
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,3,1,expert
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0,phd
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0,phd
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0,phd
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0,expert
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0,expert
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,3,0,phd
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,1,0,phd
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,2,-1,expert
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,2,0,expert
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,4,0,expert
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,4,0,novice
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,4,0,phd
"('existence', 'existenceofgod')",existence of god,existence,4,0,phd
"('existence', 'existenceofgod')",existence of god,existence,3,0,expert
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,1,2,phd
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,2,-1,expert
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,3,3,expert
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,3,3,expert
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,4,1,expert
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,4,0,phd
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,4,-1,expert
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,4,0,expert
"('physicalism', 'zombies')",zombies,physicalism,4,0,phd
"('physicalism', 'zombies')",zombies,physicalism,4,3,expert
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,4,0,phd
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,1,2,expert
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,0,phd
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,3,2,phd
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,-1,expert
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,0,expert
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,0,expert
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,0,expert
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,4,0,phd
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,4,0,phd
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,4,0,expert
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,0,-1,phd
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,1,1,expert
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,4,0,phd
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,4,0,expert
"('folkpsychology', 'perception')",folk psychology,perception,1,2,phd
"('folkpsychology', 'perception')",folk psychology,perception,3,3,expert
"('computerethics', 'ethics')",computer ethics,ethics,4,0,phd
"('computerethics', 'ethics')",computer ethics,ethics,4,0,phd
"('computerethics', 'ethics')",computer ethics,ethics,1,0,phd
"('computerethics', 'ethics')",computer ethics,ethics,1,0,phd
"('computerethics', 'ethics')",computer ethics,ethics,4,0,expert
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,4,0,phd
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,4,0,expert
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,3,3,phd
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,3,0,phd
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,4,2,expert
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,4,0,phd
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,4,0,phd
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,4,0,expert
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,4,0,course_taker
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,4,1,expert
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,4,2,phd
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,4,2,expert
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,1,1,phd
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,0,-1,expert
"('ideas', 'metaphysics')",ideas,metaphysics,4,0,phd
"('ideas', 'metaphysics')",ideas,metaphysics,2,3,expert
"('matter', 'perception')",matter,perception,2,3,phd
"('matter', 'perception')",matter,perception,3,2,expert
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,2,2,phd
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,3,-1,expert
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,1,1,expert
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,2,3,expert
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,2,3,expert
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,1,2,phd
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,2,1,expert
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,1,0,expert
"('churchturingthesis', 'turingmachine')",church-turing thesis,turing machine,4,0,phd
"('churchturingthesis', 'turingmachine')",church-turing thesis,turing machine,4,1,expert
"('cognitivevalueofart', 'perception')",cognitive value of art,perception,0,-1,phd
"('cognitivevalueofart', 'perception')",cognitive value of art,perception,2,0,expert
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,4,0,phd
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,3,-1,phd
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,2,0,expert
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,0,-1,phd
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,1,-1,expert
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,0,-1,expert
"('artificialintelligence', 'churchturingthesis')",church-turing thesis,artificial intelligence,2,3,phd
"('artificialintelligence', 'churchturingthesis')",church-turing thesis,artificial intelligence,4,-1,expert
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,4,0,phd
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,4,0,expert
"('cognitivescience', 'eliminativematerialism')",eliminative materialism,cognitive science,4,0,phd
"('cognitivescience', 'eliminativematerialism')",eliminative materialism,cognitive science,4,2,expert
"('epistemologyofscience', 'metaphysics')",epistemology of science,metaphysics,2,0,phd
"('epistemologyofscience', 'metaphysics')",epistemology of science,metaphysics,1,0,expert
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,1,0,phd
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,1,3,phd
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,2,-1,expert
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,0,-1,expert
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,0,-1,expert
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,0,-1,expert
"('bellstheorem', 'quantummechanics')",bell's theorem,quantum mechanics,4,3,phd
"('bellstheorem', 'quantummechanics')",bell's theorem,quantum mechanics,4,1,expert
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,4,0,course_taker
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,4,0,phd
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,3,0,phd
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,4,0,phd
"('epistemology', 'theoryofforms')",theory of forms,epistemology,1,3,phd
"('epistemology', 'theoryofforms')",theory of forms,epistemology,1,1,expert
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,4,-1,phd
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,3,0,phd
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,1,0,phd
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,2,0,expert
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,0,-1,phd
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,0,-1,expert
"('inherence', 'metaphysics')",inherence,metaphysics,4,0,phd
"('inherence', 'metaphysics')",inherence,metaphysics,4,0,expert
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,4,0,phd
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,4,0,phd
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,4,0,phd
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,4,0,expert
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,2,1,phd
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,2,0,phd
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,1,3,expert
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,2,-1,phd
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,0,-1,phd
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,1,1,expert
"('cognitivescience', 'perception')",cognitive science,perception,2,1,phd
"('cognitivescience', 'perception')",cognitive science,perception,4,2,expert
"('confirmationandinduction', 'metaphysics')",confirmation and induction,metaphysics,1,0,phd
"('confirmationandinduction', 'metaphysics')",confirmation and induction,metaphysics,1,0,expert
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,4,0,phd
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,3,0,phd
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,2,-1,expert
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,1,0,expert
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,2,3,expert
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,3,-1,expert
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,0,-1,expert
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,4,0,phd
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,4,1,phd
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,4,0,expert
"('relativism', 'truth')",relativism,truth,3,0,phd
"('relativism', 'truth')",relativism,truth,4,-1,expert
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0,expert
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0,expert
"('fregestheoremandfoundationsforarithmetic', 'philosophyoflaw')",frege's theorem and foundations for arithmetic,philosophy of law,0,3,course_taker
"('fregestheoremandfoundationsforarithmetic', 'philosophyoflaw')",frege's theorem and foundations for arithmetic,philosophy of law,0,-1,phd
"('futurecontingents', 'historyoflogic')",future contingents,history of logic,4,-1,novice
"('futurecontingents', 'historyoflogic')",future contingents,history of logic,2,0,phd
"('nonconceptualcontent', 'perception')",non-conceptual content,perception,4,0,phd
"('nonconceptualcontent', 'perception')",non-conceptual content,perception,4,0,expert
"('foundationalisttheoriesofepistemicjustification', 'justification')",foundationalist theories of epistemic justification,justification,4,0,phd
"('foundationalisttheoriesofepistemicjustification', 'justification')",foundationalist theories of epistemic justification,justification,4,0,expert
"('philosophyofmind', 'selfconsciousness')",self-consciousness,philosophy of mind,4,0,phd
"('philosophyofmind', 'selfconsciousness')",self-consciousness,philosophy of mind,4,0,expert
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,2,2,phd
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,2,-1,expert
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,3,2,expert
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,2,2,expert
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,4,2,expert
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,4,0,phd
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,3,-1,expert
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,4,0,expert
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,4,0,expert
"('animalconsciousness', 'consciousness')",animal consciousness,consciousness,4,0,phd
"('animalconsciousness', 'consciousness')",animal consciousness,consciousness,4,-1,expert
"('animalconsciousness', 'consciousness')",animal consciousness,consciousness,4,1,expert
"('animalconsciousness', 'consciousness')",animal consciousness,consciousness,4,0,expert
"('17thand18thcenturytheoriesofemotions', 'perception')",17th and 18th century theories of emotions,perception,0,-1,phd
"('17thand18thcenturytheoriesofemotions', 'perception')",17th and 18th century theories of emotions,perception,1,0,expert
"('combininglogics', 'logic')",logic,combining logics,3,0,course_taker
"('combininglogics', 'logic')",logic,combining logics,4,0,phd
"('consciousnessandscience', 'perception')",consciousness and science,perception,3,1,phd
"('consciousnessandscience', 'perception')",consciousness and science,perception,3,2,expert
"('epistemology', 'otherminds')",other minds,epistemology,4,3,phd
"('epistemology', 'otherminds')",other minds,epistemology,3,0,phd
"('epistemology', 'otherminds')",other minds,epistemology,3,0,expert
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,4,0,phd
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,4,-1,expert
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,4,0,expert
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,4,1,expert
"('existence', 'possibleworlds')",possible worlds,existence,3,0,phd
"('existence', 'possibleworlds')",possible worlds,existence,3,2,expert
"('afterlife', 'incompatibilism')",incompatibilism,afterlife,1,0,phd
"('afterlife', 'incompatibilism')",incompatibilism,afterlife,2,3,expert
"('mathematicallogic', 'metaphysics')",mathematical logic,metaphysics,2,0,phd
"('mathematicallogic', 'metaphysics')",mathematical logic,metaphysics,1,2,expert
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,4,0,phd
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,4,0,phd
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,4,2,phd
