key,ideaA,ideaB,humanRelatedness,humanGenerality
"('metaphysics', 'realismandantirealism')",realism and anti-realism,metaphysics,4,0
"('metaphysics', 'naturalphilosophy')",natural philosophy,metaphysics,3,2
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,3,3
"('aristotleslogic', 'metaphysics')",aristotle's logic,metaphysics,1,0
"('metaphysics', 'realism')",realism,metaphysics,4,0
"('kantsphilosophyofreligion', 'metaphysics')",kant's philosophy of religion,metaphysics,3,0
"('medievaltheoriesofrelations', 'metaphysics')",medieval theories of relations,metaphysics,3,0
"('kantsphilosophicaldevelopment', 'metaphysics')",kant's philosophical development,metaphysics,1,0
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,0,-1
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,3,3
"('existence', 'metaphysics')",existence,metaphysics,4,0
"('ancientphilosophyaristotle', 'metaphysics')",ancient philosophy (aristotle),metaphysics,2,3
"('hylomorphism', 'metaphysics')",hylomorphism,metaphysics,4,0
"('metaphysics', 'philosophyofmind')",philosophy of mind,metaphysics,3,2
"('metaphysics', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,metaphysics,0,-1
"('analyticfeminism', 'metaphysics')",analytic feminism,metaphysics,0,-1
"('inherence', 'metaphysics')",inherence,metaphysics,4,0
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,4,0
"('metaphysics', 'platoonutopia')",plato on utopia,metaphysics,0,-1
"('metaphysics', 'modernphilosophy')",modern philosophy,metaphysics,3,3
"('kantsphilosophyofscience', 'metaphysics')",kant's philosophy of science,metaphysics,1,0
"('medievaltheoriesofcausality', 'metaphysics')",medieval theories of causality,metaphysics,4,0
"('logos', 'metaphysics')",logos,metaphysics,3,0
"('metaphysics', 'philosophyofperception')",philosophy of perception,metaphysics,1,3
"('metaphysics', 'philosophyofchemistry')",philosophy of chemistry,metaphysics,2,3
"('metaphysics', 'universals')",universals,metaphysics,4,0
"('metaphysics', 'principleofsufficientreason')",principle of sufficient reason,metaphysics,3,3
"('aristotlesnaturalphilosophy', 'metaphysics')",aristotle's natural philosophy,metaphysics,3,0
"('metaphysics', 'time')",time,metaphysics,3,3
"('abstractobject', 'metaphysics')",abstract object,metaphysics,4,3
"('metaphysics', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,metaphysics,2,0
"('metaphysics', 'mind')",mind,metaphysics,3,3
"('metaphysics', 'propernames')",proper names,metaphysics,1,0
"('metaphysics', 'personalidentityandethics')",personal identity and ethics,metaphysics,3,3
"('cosmology', 'metaphysics')",cosmology,metaphysics,3,2
"('continuant', 'metaphysics')",continuant,metaphysics,4,0
"('causeandeffect', 'metaphysics')",cause and effect,metaphysics,3,3
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,4,0
"('interpretation', 'metaphysics')",interpretation,metaphysics,0,-1
"('leibnizsinfluenceonkant', 'metaphysics')",leibniz's influence on kant,metaphysics,2,3
"('aristotelianism', 'metaphysics')",aristotelianism,metaphysics,3,0
"('existenceofgod', 'metaphysics')",existence of god,metaphysics,3,3
"('metaphysics', 'motionandtime')",motion and time,metaphysics,3,3
"('lawsofnature', 'metaphysics')",laws of nature,metaphysics,3,3
"('mathematicallogic', 'metaphysics')",mathematical logic,metaphysics,1,2
"('descartesmodalmetaphysics', 'metaphysics')",descartes' modal metaphysics,metaphysics,4,0
"('metaphysics', 'metaphysicsofcausation')",metaphysics of causation,metaphysics,4,0
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,1,2
"('metaphysics', 'vitalism')",vitalism,metaphysics,2,0
"('arabicphilosophyandislamicphilosophy', 'metaphysics')",arabic philosophy and islamic philosophy,metaphysics,1,0
"('metaphysics', 'singularpropositions')",singular propositions,metaphysics,2,0
"('metaphysics', 'philosophyofbiology')",philosophy of biology,metaphysics,2,3
"('metaphysics', 'philosophyofart')",philosophy of art,metaphysics,0,-1
"('metaphysics', 'naturaltheology')",natural theology,metaphysics,3,3
"('metaphysics', 'peripatetic')",peripatetic,metaphysics,2,0
"('compositionalityandlogicalform', 'metaphysics')",compositionality and logical form,metaphysics,0,-1
"('eternityoftheworld', 'metaphysics')",eternity of the world,metaphysics,3,0
"('ideas', 'metaphysics')",ideas,metaphysics,2,3
"('meaning', 'metaphysics')",meaning,metaphysics,0,2
"('metaphysics', 'sophists')",sophists,metaphysics,2,0
"('epistemologyofscience', 'metaphysics')",epistemology of science,metaphysics,1,0
"('metaphysics', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,metaphysics,0,-1
"('metaphysics', 'socialandpoliticalphilosophy')",social and political philosophy,metaphysics,0,-1
"('goodness', 'metaphysics')",goodness,metaphysics,2,0
"('mereology', 'metaphysics')",mereology,metaphysics,4,0
"('identitytheoryoftruth', 'metaphysics')",identity theory of truth,metaphysics,2,0
"('analysis', 'metaphysics')",analysis,metaphysics,3,0
"('eternityinchristianthought', 'metaphysics')",Eternity in Christian Thought,metaphysics,3,0
"('goodnessandvaluetheory', 'metaphysics')",goodness and value theory,metaphysics,1,2
"('metaphysics', 'platonism')",platonism,metaphysics,4,0
"('epistemeandtechne', 'metaphysics')",episteme and techne,metaphysics,2,0
"('identityofindiscernibles', 'metaphysics')",identity of indiscernibles,metaphysics,4,0
"('identityandindividualityinquantumtheory', 'metaphysics')",identity and individuality in quantum theory,metaphysics,3,0
"('metaphysics', 'simultaneity')",simultaneity,metaphysics,3,0
"('metaphysics', 'substance')",substance,metaphysics,3,0
"('confirmationandinduction', 'metaphysics')",confirmation and induction,metaphysics,1,0
"('metaphysics', 'processphilosophy')",process philosophy,metaphysics,2,0
"('philosophyofreligion', 'religiousdiversity')",religious diversity,philosophy of religion,3,0
"('philosophyofreligion', 'religion')",religion,philosophy of religion,4,1
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,2,0
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0
"('philosophyofreligion', 'religionandscience')",religion and science,philosophy of religion,4,0
"('fideism', 'philosophyofreligion')",fideism,philosophy of religion,4,0
"('humeonreligion', 'philosophyofreligion')",hume on religion,philosophy of religion,4,0
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,3,0
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,2,3
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,1,-1
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,3,0
"('philosophyofreligion', 'religiouslanguage')",religious language,philosophy of religion,3,0
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0
"('influenceofislamicthoughtonmaimonides', 'philosophyofreligion')",influence of islamic thought on maimonides,philosophy of religion,3,0
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,4,0
"('argumentsfortheexistenceofgod', 'philosophyofreligion')",arguments for the existence of god,philosophy of religion,4,0
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,4,0
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,4,0
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,3,3
"('philosophyandchristiantheology', 'philosophyofreligion')",philosophy and christian theology,philosophy of religion,4,0
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,3,3
"('islamicphilosophy', 'philosophyofreligion')",islamic philosophy,philosophy of religion,3,0
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,4,3
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,4,0
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,3,3
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,2,0
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,2,3
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,3,3
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,3,3
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,4,0
"('divinerevelation', 'philosophyofreligion')",divine revelation,philosophy of religion,4,0
"('divinelaw', 'philosophyofreligion')",divine law,philosophy of religion,3,3
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,4,0
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,3,0
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,4,0
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0
"('coherentism', 'epistemology')",coherentism,epistemology,4,0
"('epistemology', 'epistemologyofreligion')",epistemology of religion,epistemology,2,0
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,2,0
"('epistemology', 'epistemologyofscience')",epistemology of science,epistemology,3,0
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,2,0
"('epistemology', 'knowledge')",knowledge,epistemology,4,0
"('epistemology', 'foundationalism')",foundationalism,epistemology,4,0
"('epistemology', 'reliabilism')",reliabilism,epistemology,4,0
"('epistemology', 'feministphilosophy')",feminist philosophy,epistemology,2,1
"('contextualism', 'epistemology')",contextualism,epistemology,4,0
"('belief', 'epistemology')",belief,epistemology,4,0
"('epistemology', 'philosophyofpsychology')",philosophy of psychology,epistemology,3,2
"('epistemology', 'psychiatry')",psychiatry,epistemology,2,1
"('epistemology', 'naturalisminlegalphilosophy')",naturalism in legal philosophy,epistemology,0,3
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,3,1
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,4,0
"('epistemology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,epistemology,2,1
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,2,2
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,1,1
"('epistemology', 'realismandantirealism')",realism and anti-realism,epistemology,3,2
"('epistemology', 'philosophyofnature')",philosophy of nature,epistemology,1,1
"('epistemology', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,epistemology,0,-1
"('epistemology', 'probabilityandstatistics')",probability and statistics,epistemology,3,0
"('epistemology', 'gettierproblem')",gettier problem,epistemology,4,0
"('epistemology', 'realism')",realism,epistemology,3,0
"('earlyphilosophicalinterpretationsofgeneralrelativity', 'epistemology')",early philosophical interpretations of general relativity,epistemology,0,-1
"('epistemology', 'introspection')",introspection,epistemology,4,0
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,1,2
"('confirmationandinduction', 'epistemology')",confirmation and induction,epistemology,4,0
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,2,1
"('epistemology', 'otherminds')",other minds,epistemology,3,0
"('epistemologicalproblemsofmemory', 'epistemology')",epistemological problems of memory,epistemology,4,0
"('epistemology', 'philosophyofperception')",philosophy of perception,epistemology,4,2
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,4,0
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,0,-1
"('epistemology', 'testimony')",testimony,epistemology,4,0
"('epistemology', 'perception')",perception,epistemology,4,1
"('epistemology', 'melanism')",melanism,epistemology,0,-1
"('epistemology', 'matter')",matter,epistemology,0,-1
"('epistemology', 'internalism')",internalism,epistemology,4,0
"('epistemology', 'metaphysicsofscience')",metaphysics of science,epistemology,1,2
"('epistemology', 'induction')",induction,epistemology,4,0
"('epistemology', 'justifiedtruebelief')",justified true belief,epistemology,4,0
"('epistemology', 'externalism')",externalism,epistemology,4,0
"('epistemology', 'philosophyofmind')",philosophy of mind,epistemology,3,2
"('epistemology', 'philosophyofbiology')",philosophy of biology,epistemology,3,2
"('epistemology', 'knowledgebyacquaintanceandknowledgebydescription')",knowledge by acquaintance and knowledge by description,epistemology,4,0
"('epistemology', 'ideas')",ideas,epistemology,4,0
"('epistemology', 'probability')",probability,epistemology,4,0
"('epistemology', 'frameproblem')",frame problem,epistemology,4,0
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,4,0
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,4,0
"('epistemology', 'scientificmethodology')",scientific methodology,epistemology,3,0
"('epistemology', 'perspectivism')",perspectivism,epistemology,4,0
"('antirealism', 'epistemology')",anti-realism,epistemology,4,0
"('epistemology', 'philosophyofsocialscience')",philosophy of social science,epistemology,3,1
"('epistemology', 'sensedata')",sense data,epistemology,4,0
"('boundedrationality', 'epistemology')",bounded rationality,epistemology,3,2
"('epistemology', 'scientifictheory')",scientific theory,epistemology,3,1
"('defeasiblereasoning', 'epistemology')",defeasible reasoning,epistemology,4,0
"('epistemology', 'generalrelativity')",general relativity,epistemology,1,1
"('epistemology', 'theoryofforms')",theory of forms,epistemology,1,1
"('epistemology', 'platonicrealism')",platonic realism,epistemology,1,1
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,1,1
"('epistemology', 'logos')",logos,epistemology,0,-1
"('epistemology', 'historyofscience')",history of science,epistemology,3,1
"('analysis', 'epistemology')",analysis,epistemology,3,1
"('epistemology', 'lawsofnature')",laws of nature,epistemology,3,1
"('epistemology', 'methodsinfeminism')",methods in feminism,epistemology,2,1
"('epistemology', 'optimism')",optimism,epistemology,0,-1
"('epistemology', 'indeterminism')",indeterminism,epistemology,3,2
"('epistemology', 'transworldidentity')",transworld identity,epistemology,0,-1
"('baptism', 'epistemology')",baptism,epistemology,0,-1
"('ambiguity', 'epistemology')",ambiguity,epistemology,0,-1
"('epistemology', 'vitalism')",vitalism,epistemology,0,-1
"('epistemology', 'interpretation')",interpretation,epistemology,3,0
"('epistemology', 'logicandlanguage')",logic and language,epistemology,2,1
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,1,1
"('epistemology', 'falsificationism')",falsificationism,epistemology,4,0
"('epistemology', 'propernames')",proper names,epistemology,0,-1
"('epistemology', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,epistemology,0,-1
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,0,-1
"('epistemology', 'logicalconstruction')",logical construction,epistemology,3,0
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,4,1
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,3,1
"('epistemology', 'pragmatistfeminism')",pragmatist feminism,epistemology,0,-1
"('internalistvsexternalistconceptionsofepistemicjustification', 'justification')",internalist vs. externalist conceptions of epistemic justification,justification,4,0
"('foundationalisttheoriesofepistemicjustification', 'justification')",foundationalist theories of epistemic justification,justification,4,0
"('analysisofknowledge', 'justification')",analysis of knowledge,justification,4,1
"('coherentisttheoriesofepistemicjustification', 'justification')",coherentist theories of epistemic justification,justification,4,0
"('justification', 'publicjustification')",public justification,justification,4,2
"('coherentism', 'justification')",coherentism,justification,4,0
"('internalism', 'justification')",internalism,justification,4,0
"('internalismandexternalism', 'justification')",internalism and externalism,justification,4,0
"('justification', 'knowledge')",knowledge,justification,4,1
"('justification', 'virtueepistemology')",virtue epistemology,justification,4,1
"('justification', 'reliabilism')",reliabilism,justification,4,0
"('foundationalism', 'justification')",foundationalism,justification,4,0
"('justification', 'mentalism')",mentalism,justification,4,0
"('justification', 'probabilityandstatistics')",probability and statistics,justification,3,2
"('justification', 'punishment')",punishment,justification,0,-1
"('justification', 'moralrelativism')",moral relativism,justification,0,-1
"('epistemologicalproblemsoftestimony', 'justification')",epistemological problems of testimony,justification,4,1
"('coherentisttheoriesofjustification', 'justification')",coherentist theories of justification,justification,4,2
"('justification', 'matter')",matter,justification,0,-1
"('justification', 'legalpunishment')",legal punishment,justification,0,-1
"('induction', 'justification')",induction,justification,3,1
"('justification', 'politicalauthority')",political authority,justification,2,1
"('confirmationandinduction', 'justification')",confirmation and induction,justification,4,2
"('justification', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,justification,0,-1
"('externalism', 'justification')",externalism,justification,4,0
"('justification', 'socialcontract')",social contract,justification,0,-1
"('justification', 'justifiedtruebelief')",justified true belief,justification,4,1
"('justification', 'philosophyofnature')",philosophy of nature,justification,0,-1
"('coercion', 'justification')",coercion,justification,3,1
"('justification', 'liberty')",liberty,justification,0,-1
"('justification', 'philosophyofpsychology')",philosophy of psychology,justification,3,1
"('justification', 'taxation')",taxation,justification,0,-1
"('justification', 'psychiatry')",psychiatry,justification,0,-1
"('justification', 'politicalmorality')",political morality,justification,0,-1
"('justification', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,justification,0,-1
"('justification', 'socialandpoliticalphilosophy')",social and political philosophy,justification,0,-1
"('justification', 'toleration')",toleration,justification,0,-1
"('belief', 'justification')",belief,justification,4,2
"('justification', 'realismandantirealism')",realism and anti-realism,justification,3,1
"('justification', 'rights')",rights,justification,0,-1
"('justification', 'realismandantirealism')",realism and anti-realism,justification,3,1
"('justification', 'philosophyofmathematics')",philosophy of mathematics,justification,3,1
"('justification', 'realism')",realism,justification,3,1
"('commongood', 'justification')",common good,justification,0,-1
"('justification', 'terrorism')",terrorism,justification,0,-1
"('justification', 'positivelaw')",positive law,justification,0,-1
"('justification', 'philosophyofphysics')",philosophy of physics,justification,3,1
"('justification', 'voting')",voting,justification,0,-1
"('gettierproblem', 'justification')",gettier problem,justification,4,1
"('justification', 'politicalobligation')",political obligation,justification,0,-1
"('justification', 'utilitarianism')",utilitarianism,justification,0,-1
"('justification', 'privacy')",privacy,justification,0,-1
"('justification', 'socialnorm')",social norm,justification,3,1
"('distributiveandeconomicjustice', 'justification')",distributive and economic justice,justification,0,-1
"('justification', 'wellbeing')",well-being,justification,0,-1
"('justification', 'philosophyofmind')",philosophy of mind,justification,3,1
"('action', 'justification')",action,justification,3,1
"('justification', 'testimony')",testimony,justification,4,0
"('justification', 'publicreason')",public reason,justification,4,1
"('justification', 'socialjustice')",social justice,justification,0,-1
"('justification', 'time')",time,justification,0,-1
"('democracy', 'justification')",democracy,justification,0,-1
"('equality', 'justification')",equality,justification,0,-1
"('function', 'justification')",function,justification,0,-1
"('inductivelogicanddecisiontheory', 'justification')",inductive logic and decision theory,justification,4,1
"('inductivelogicanddecisiontheory', 'justification')",inductive logic and decision theory,justification,4,1
"('justification', 'liberalism')",liberalism,justification,0,-1
"('justification', 'philosophyofscience')",philosophy of science,justification,4,1
"('justification', 'naturalizedepistemology')",naturalized epistemology,justification,4,1
"('justification', 'politicallegitimacy')",political legitimacy,justification,0,-1
"('justification', 'meaning')",meaning,justification,0,-1
"('justification', 'semantics')",semantics,justification,0,-1
"('justification', 'war')",war,justification,0,-1
"('justification', 'philosophyofperception')",philosophy of perception,justification,4,1
"('justification', 'relativism')",relativism,justification,4,1
"('justification', 'value')",value,justification,4,1
"('confirmation', 'justification')",confirmation,justification,4,1
"('instrumentalism', 'justification')",instrumentalism,justification,4,1
"('formsofgovernment', 'justification')",forms of government,justification,0,-1
"('justification', 'philosophyofbiology')",philosophy of biology,justification,4,1
"('justification', 'socialepistemology')",social epistemology,justification,4,1
"('functionandteleology', 'justification')",function and teleology,justification,0,-1
"('generalwill', 'justification')",general will,justification,0,-1
"('friendship', 'justification')",friendship,justification,0,-1
"('goodness', 'justification')",goodness,justification,0,-1
"('interpretation', 'justification')",interpretation,justification,3,1
"('justification', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,justification,4,1
"('justification', 'publicity')",publicity,justification,0,-1
"('justification', 'perception')",perception,justification,4,1
"('justification', 'philosophyofsocialscience')",philosophy of social science,justification,4,1
"('justification', 'originalsin')",original sin,justification,0,-1
"('justification', 'negation')",negation,justification,0,-1
"('goodnessandvaluetheory', 'justification')",goodness and value theory,justification,0,-1
"('justification', 'logicandlanguage')",logic and language,justification,2,1
"('epistemicbasingrelation', 'justification')",epistemic basing relation,justification,4,0
"('analysis', 'justification')",analysis,justification,4,1
"('coherentism', 'coherentisttheoriesofepistemicjustification')",coherentist theories of epistemic justification,coherentism,4,0
"('coherencetheoryoftruth', 'coherentism')",coherence theory of truth,coherentism,4,1
"('coherentism', 'virtueepistemology')",virtue epistemology,coherentism,4,1
"('coherentism', 'epistemologicalproblemsofmemory')",epistemological problems of memory,coherentism,4,1
"('coherentism', 'valueofknowledge')",value of knowledge,coherentism,4,1
"('coherentism', 'pyrrhonianskepticism')",pyrrhonian skepticism,coherentism,4,1
"('coherentism', 'logicofbeliefrevision')",logic of belief revision,coherentism,4,1
"('coherentism', 'internalistvsexternalistconceptionsofepistemicjustification')",internalist vs. externalist conceptions of epistemic justification,coherentism,4,0
"('coherentism', 'gettierproblem')",gettier problem,coherentism,4,1
"('coherentism', 'foundationalism')",foundationalism,coherentism,4,0
"('coherentism', 'ruleconsequentialism')",rule consequentialism,coherentism,0,-1
"('coherentism', 'epistemologicalproblemsoftestimony')",epistemological problems of testimony,coherentism,4,1
"('coherentism', 'socialepistemology')",social epistemology,coherentism,4,1
"('coherentism', 'moralnaturalism')",moral naturalism,coherentism,0,-1
"('coherentism', 'moralepistemology')",moral epistemology,coherentism,3,1
"('analysisofknowledge', 'coherentism')",analysis of knowledge,coherentism,4,1
"('coherentism', 'commonknowledge')",common knowledge,coherentism,4,1
"('coherentism', 'contextualism')",contextualism,coherentism,4,2
"('contextualism', 'kochenspeckertheorem')",kochen-specker theorem,contextualism,0,-1
"('contextualism', 'virtueepistemology')",virtue epistemology,contextualism,4,1
"('contextualism', 'soritesparadox')",sorites paradox,contextualism,0,-1
"('contextualism', 'deweysmoralphilosophy')",dewey's moral philosophy,contextualism,0,-1
"('contextualism', 'manyvaluedlogic')",many-valued logic,contextualism,0,-1
"('coherentism', 'contextualism')",coherentism,contextualism,4,2
"('contextualism', 'epistemologicalproblemsoftestimony')",epistemological problems of testimony,contextualism,4,1
"('contextualism', 'reliabilism')",reliabilism,contextualism,4,2
"('contextualism', 'gettierproblem')",gettier problem,contextualism,4,1
"('contextualism', 'dogmatism')",dogmatism,contextualism,0,-1
"('contextualism', 'ontologicaldependence')",ontological dependence,contextualism,0,-1
"('contextualism', 'moralepistemology')",moral epistemology,contextualism,0,-1
"('contextualism', 'moralnaturalism')",moral naturalism,contextualism,0,-1
"('contextualism', 'socialepistemology')",social epistemology,contextualism,4,1
"('contextualism', 'unityofscience')",unity of science,contextualism,1,1
"('contextualism', 'implicature')",implicature,contextualism,3,1
"('contextualism', 'indexicals')",indexicals,contextualism,4,1
"('contextualism', 'scientificprogress')",scientific progress,contextualism,2,-1
"('contextualism', 'justifiedtruebelief')",justified true belief,contextualism,2,1
"('contextualism', 'scienceandsociety')",science and society,contextualism,2,1
"('contextualism', 'statisticalmechanics')",statistical mechanics,contextualism,0,-1
"('contextualism', 'probabilityandstatistics')",probability and statistics,contextualism,0,-1
"('contextualism', 'replication')",replication,contextualism,0,-1
"('classicallogic', 'contextualism')",classical logic,contextualism,0,-1
"('contextualism', 'languagelearning')",language learning,contextualism,0,-1
"('dynamicalsystem', 'symbolicprocessing')",symbolic processing,dynamical system,4,2
"('causaldeterminism', 'dynamicalsystem')",causal determinism,dynamical system,3,1
"('dynamicalsystem', 'supertasks')",supertasks,dynamical system,3,1
"('dynamicalsystem', 'philosophyofstatisticalmechanics')",philosophy of statistical mechanics,dynamical system,2,1
"('bohmianmechanics', 'dynamicalsystem')",bohmian mechanics,dynamical system,0,-1
"('dynamicalsystem', 'mentalimagery')",mental imagery,dynamical system,2,0
"('dynamicalsystem', 'folkpsychology')",folk psychology,dynamical system,3,2
"('dynamicalsystem', 'kochenspeckertheorem')",kochen-specker theorem,dynamical system,0,-1
"('dynamicalsystem', 'holeargument')",hole argument,dynamical system,0,-1
"('consciousnessandscience', 'dynamicalsystem')",consciousness and science,dynamical system,2,1
"('dynamicalsystem', 'populationgenetics')",population genetics,dynamical system,1,1
"('dynamicalsystem', 'molecularbiology')",molecular biology,dynamical system,1,1
"('dynamicalsystem', 'logicandcomputation')",logic and computation,dynamical system,4,2
"('dynamicalsystem', 'spacetime')",spacetime,dynamical system,0,-1
"('dynamicalsystem', 'multiplerealizability')",multiple realizability,dynamical system,4,1
"('dynamicalsystem', 'unityofscience')",unity of science,dynamical system,2,1
"('connectionism', 'dynamicalsystem')",connectionism,dynamical system,4,2
"('dynamicalsystem', 'quantumfieldtheory')",quantum field theory,dynamical system,0,-1
"('dynamicalsystem', 'neuralnetwork')",neural network,dynamical system,4,0
"('dynamicalsystem', 'scienceandsociety')",science and society,dynamical system,3,1
"('dynamicalsystem', 'electromagnetism')",electromagnetism,dynamical system,0,-1
"('classicalphysics', 'dynamicalsystem')",classical physics,dynamical system,1,1
"('dynamicalsystem', 'statisticalmechanics')",statistical mechanics,dynamical system,0,-1
"('perception', 'problemofperception')",problem of perception,perception,4,0
"('leibnizsphilosophyofmind', 'perception')",leibniz's philosophy of mind,perception,3,0
"('perception', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,perception,3,0
"('leibnizoncausation', 'perception')",leibniz on causation,perception,2,0
"('malebranchestheoryofideasandvisioningod', 'perception')",malebranche's theory of ideas and vision in god,perception,3,0
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,2,0
"('descartesepistemology', 'perception')",descartes' epistemology,perception,4,0
"('aristotlespsychology', 'perception')",aristotle's psychology,perception,3,0
"('perception', 'sensedata')",sense-data,perception,4,0
"('object', 'perception')",object,perception,4,2
"('mentalimagery', 'perception')",mental imagery,perception,3,2
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,4,0
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,2,2
"('higherordertheoriesofconsciousness', 'perception')",higher-order theories of consciousness,perception,3,0
"('deweysaesthetics', 'perception')",dewey's aesthetics,perception,2,-1
"('descartesontologicalargument', 'perception')",descartes' ontological argument,perception,1,0
"('perception', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,perception,2,0
"('kantsviewofthemindandconsciousnessofself', 'perception')",kant's view of the mind and consciousness of self,perception,3,0
"('epistemologicalproblemsofperception', 'perception')",epistemological problems of perception,perception,4,0
"('ideas', 'perception')",ideas,perception,4,2
"('neutralmonism', 'perception')",neutral monism,perception,1,0
"('mysticism', 'perception')",mysticism,perception,0,-1
"('collapsetheories', 'perception')",collapse theories,perception,2,0
"('perception', 'sensedata')",sense data,perception,4,0
"('perception', 'selfknowledge')",self-knowledge,perception,3,2
"('leibnizsinfluenceonkant', 'perception')",leibniz's influence on kant,perception,3,3
"('ancienttheoriesofsoul', 'perception')",ancient theories of soul,perception,3,0
"('perception', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,perception,3,0
"('consciousnessandintentionality', 'perception')",consciousness and intentionality,perception,4,2
"('perception', 'unitarianism')",unitarianism,perception,0,-1
"('ancientskepticism', 'perception')",ancient skepticism,perception,3,0
"('18thcenturygermanaesthetics', 'perception')",18th century german aesthetics,perception,3,0
"('consciousnessandcontent', 'perception')",consciousness and content,perception,4,2
"('blindsight', 'perception')",blindsight,perception,3,0
"('17thand18thcenturytheoriesofemotions', 'perception')",17th and 18th century theories of emotions,perception,1,0
