key,ideaA,ideaB,num_levels,levels,has_amateur,has_course_taker,has_phd_student,has_expert
"('historicisttheoriesofrationality', 'philosophyofscienceandthesciences')",historicist theories of rationality,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('modernphilosophy', 'perception')",modern philosophy,perception,2,"phd_student, expert",False,False,True,True
"('culture', 'philosophyofreligion')",culture,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('mentalcontent', 'mentalrepresentation')",mental representation,mental content,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'connectionistmodel')",connectionist model,cognitive science,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofmind')",philosophy of mind,epistemology,2,"phd_student, expert",False,False,True,True
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,2,"phd_student, expert",False,False,True,True
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'inputunit')",input unit,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('lebensphilosophie', 'philosophyofreligion')",lebensphilosophie,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('perception', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,perception,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'nativism')",nativism,cognitive science,2,"phd_student, expert",False,False,True,True
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('churchturingthesis', 'philosophyofcomputerscience')",philosophy of computer science,church-turing thesis,2,"course_taker, phd_student",False,True,True,False
"('hylomorphism', 'metaphysics')",hylomorphism,metaphysics,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'symbolicprocessing')",symbolic processing,cognitive science,2,"phd_student, expert",False,False,True,True
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('epistemology', 'lawsofnature')",laws of nature,epistemology,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'philosophyofperception')",philosophy of perception,metaphysics,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'modularity')",modularity,cognitive science,2,"phd_student, expert",False,False,True,True
"('matter', 'metaphysics')",matter,metaphysics,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'cognitivescience')",artificial intelligence,cognitive science,2,"course_taker, expert",False,True,False,True
"('cartesiandualism', 'dualism')",cartesian dualism,dualism,2,"phd_student, expert",False,False,True,True
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('aesthetics', 'environmentalaesthetics')",environmental aesthetics,aesthetics,2,"phd_student, expert",False,False,True,True
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('descartesmodalmetaphysics', 'metaphysics')",descartes' modal metaphysics,metaphysics,2,"phd_student, expert",False,False,True,True
"('logic', 'philosophyoflanguage')",logic,philosophy of language,2,"course_taker, phd_student",False,True,True,False
"('atomism', 'philosophyofchemistry')",atomism,philosophy of chemistry,2,"phd_student, expert",False,False,True,True
"('philosophyofbiology', 'philosophyofscience')",philosophy of biology,philosophy of science,2,"phd_student, expert",False,False,True,True
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('epistemology', 'induction')",induction,epistemology,2,"phd_student, expert",False,False,True,True
"('causeandeffect', 'metaphysics')",cause and effect,metaphysics,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,2,"phd_student, expert",False,False,True,True
"('contextualism', 'epistemology')",contextualism,epistemology,2,"phd_student, expert",False,False,True,True
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'propernames')",proper names,metaphysics,2,"phd_student, expert",False,False,True,True
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'religionandpolitics')",religion and politics,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('18thcenturygermanaesthetics', 'perception')",18th century german aesthetics,perception,2,"phd_student, expert",False,False,True,True
"('knowledge', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,knowledge,2,"phd_student, expert",False,False,True,True
"('appliedethics', 'bioethics')",bioethics,applied ethics,2,"phd_student, expert",False,False,True,True
"('gettierproblem', 'perception')",gettier problem,perception,2,"phd_student, expert",False,False,True,True
"('chinesephilosophy', 'mohism')",mohism,chinese philosophy,2,"amateur, phd_student",True,False,True,False
"('artificialintelligence', 'computationandrepresentation')",computation and representation,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('epistemologicalproblemsofmemory', 'epistemology')",epistemological problems of memory,epistemology,2,"phd_student, expert",False,False,True,True
"('mentalcontent', 'teleologicaltheoriesofmentalcontent')",teleological theories of mental content,mental content,2,"phd_student, expert",False,False,True,True
"('confirmationandinduction', 'epistemology')",confirmation and induction,epistemology,2,"phd_student, expert",False,False,True,True
"('islamicphilosophy', 'philosophyofreligion')",islamic philosophy,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('boltzmannsworkinstatisticalphysics', 'philosophyofscienceandthesciences')",boltzmann's work in statistical physics,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('formsofgovernment', 'philosophyofreligion')",forms of government,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('logicalform', 'philosophyoflanguage')",philosophy of language,logical form,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'religiouslanguage')",religious language,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('perception', 'philosophyofmind')",perception,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'propositionalattitude')",propositional attitude,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('neuralcorrelates', 'perception')",neural correlates,perception,2,"phd_student, expert",False,False,True,True
"('descartesandthepinealgland', 'perception')",descartes and the pineal gland,perception,2,"phd_student, expert",False,False,True,True
"('literature', 'philosophyofscienceandthesciences')",literature,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('perception', 'surrealism')",surrealism,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'toleration')",toleration,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'philosophyofmind')",philosophy of mind,metaphysics,2,"phd_student, expert",False,False,True,True
"('aspectsofconsciousness', 'functionofconsciousness')",function of consciousness,aspects of consciousness,2,"phd_student, expert",False,False,True,True
"('earlyphilosophicalinterpretationsofgeneralrelativity', 'epistemology')",early philosophical interpretations of general relativity,epistemology,2,"phd_student, expert",False,False,True,True
"('medievaltheoriesofanalogy', 'metaphysics')",medieval theories of analogy,metaphysics,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'platoonutopia')",plato on utopia,metaphysics,2,"phd_student, expert",False,False,True,True
"('continentalphilosophy', 'pragmatism')",continental philosophy,pragmatism,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'symbolicprocessing')",symbolic processing,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('aristotlesnaturalphilosophy', 'metaphysics')",aristotle's natural philosophy,metaphysics,2,"phd_student, expert",False,False,True,True
"('consciousnessandintentionality', 'perception')",consciousness and intentionality,perception,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'philosophyofpsychology')",philosophy of psychology,metaphysics,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofperception')",philosophy of perception,epistemology,2,"phd_student, expert",False,False,True,True
"('hinduism', 'philosophyofreligion')",hinduism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'psychiatry')",cognitive science,psychiatry,2,"course_taker, expert",False,True,False,True
"('causaltheoriesofmentalcontent', 'cognitivescience')",causal theories of mental content,cognitive science,2,"phd_student, expert",False,False,True,True
"('philosophyofbiology', 'philosophyofchemistry')",philosophy of chemistry,philosophy of biology,2,"phd_student, expert",False,False,True,True
"('perception', 'propositionalattitude')",propositional attitude,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'politicalauthority')",political authority,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('influenceofislamicthoughtonmaimonides', 'philosophyofreligion')",influence of islamic thought on maimonides,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('kantsviewofthemindandconsciousnessofself', 'perception')",kant's view of the mind and consciousness of self,perception,2,"phd_student, expert",False,False,True,True
"('coherentism', 'epistemology')",coherentism,epistemology,2,"phd_student, expert",False,False,True,True
"('internalistvsexternalistconceptionsofepistemicjustification', 'justification')",internalist vs. externalist conceptions of epistemic justification,justification,2,"phd_student, expert",False,False,True,True
"('externalismaboutmentalcontent', 'internalismandexternalism')",externalism about mental content,internalism and externalism,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'secularism')",secularism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('mentalcontent', 'philosophyofmind')",mental content,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('animalcognition', 'philosophyofmind')",animal cognition,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('mentalcontent', 'nonconceptualcontent')",non-conceptual content,mental content,2,"phd_student, expert",False,False,True,True
"('folkpsychology', 'folkpsychologyasmentalsimulation')",folk psychology as mental simulation,folk psychology,2,"phd_student, expert",False,False,True,True
"('18thcenturybritishaesthetics', 'perception')",18th century british aesthetics,perception,2,"phd_student, expert",False,False,True,True
"('bioethics', 'businessethics')",business ethics,bioethics,2,"phd_student, expert",False,False,True,True
"('18thcenturygermanaesthetics', 'aestheticsandphilosophyofart')",aesthetics and philosophy of art,18th century german aesthetics,2,"course_taker, phd_student",False,True,True,False
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('compositionalityandlogicalform', 'metaphysics')",compositionality and logical form,metaphysics,2,"phd_student, expert",False,False,True,True
"('leibnizsinfluenceonkant', 'perception')",leibniz's influence on kant,perception,2,"phd_student, expert",False,False,True,True
"('chinesephilosophy', 'mohistcanons')",mohist canons,chinese philosophy,2,"amateur, phd_student",True,False,True,False
"('deweysaesthetics', 'perception')",dewey's aesthetics,perception,2,"phd_student, expert",False,False,True,True
"('consciousness', 'perception')",consciousness,perception,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofpsychology')",philosophy of psychology,epistemology,2,"phd_student, expert",False,False,True,True
"('logos', 'metaphysics')",logos,metaphysics,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'turingmachine')",turing machine,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('interpretation', 'philosophyoflanguage')",philosophy of language,interpretation,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'dynamicalsystem')",dynamical system,cognitive science,2,"phd_student, expert",False,False,True,True
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('bohmianmechanics', 'quantummechanics')",bohmian mechanics,quantum mechanics,2,"phd_student, expert",False,False,True,True
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('africansagephilosophy', 'afterlife')",african sage philosophy,afterlife,2,"phd_student, expert",False,False,True,True
"('ethicsandart', 'philosophyofart')",philosophy of art,ethics and art,2,"phd_student, expert",False,False,True,True
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'zenbuddhism')",zen buddhism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'networkmodel')",network model,cognitive science,2,"phd_student, expert",False,False,True,True
"('historyoflogic', 'squareofopposition')",square of opposition,history of logic,2,"amateur, phd_student",True,False,True,False
"('epistemology', 'falsificationism')",falsificationism,epistemology,2,"phd_student, expert",False,False,True,True
"('dynamism', 'japanesephilosophy')",dynamism,japanese philosophy,2,"amateur, expert",True,False,False,True
"('cosmology', 'metaphysics')",cosmology,metaphysics,2,"phd_student, expert",False,False,True,True
"('autism', 'folkpsychology')",autism,folk psychology,2,"phd_student, expert",False,False,True,True
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('languagelearning', 'philosophyoflanguage')",philosophy of language,language learning,2,"phd_student, expert",False,False,True,True
"('pakistaniphilosophy', 'perception')",pakistani philosophy,perception,2,"phd_student, expert",False,False,True,True
"('dualism', 'propertydualism')",property dualism,dualism,2,"phd_student, expert",False,False,True,True
"('analysisofknowledge', 'knowledge')",analysis of knowledge,knowledge,2,"phd_student, expert",False,False,True,True
"('epistemology', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,epistemology,2,"phd_student, expert",False,False,True,True
"('causaldeterminism', 'freewill')",causal determinism,free will,2,"phd_student, expert",False,False,True,True
"('leibnizsinfluenceonkant', 'metaphysics')",leibniz's influence on kant,metaphysics,2,"phd_student, expert",False,False,True,True
"('conservationbiology', 'philosophyofbiology')",conservation biology,philosophy of biology,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'platonism')",platonism,metaphysics,2,"phd_student, expert",False,False,True,True
"('epistemology', 'metaphysicsofscience')",metaphysics of science,epistemology,2,"phd_student, expert",False,False,True,True
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('epistemology', 'socialepistemology')",social epistemology,epistemology,2,"phd_student, expert",False,False,True,True
"('perception', 'reliabilism')",reliabilism,perception,2,"phd_student, expert",False,False,True,True
"('evolutionarypsychology', 'philosophyofmind')",evolutionary psychology,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,2,"phd_student, expert",False,False,True,True
"('historyoflogic', 'hypotheticalsyllogism')",hypothetical syllogism,history of logic,2,"amateur, phd_student",True,False,True,False
"('currentphilosophy', 'perception')",current philosophy,perception,2,"phd_student, expert",False,False,True,True
"('hobbessmoralandpoliticalphilosophy', 'socialandpoliticalphilosophy')",hobbes's moral and political philosophy,social and political philosophy,2,"phd_student, expert",False,False,True,True
"('magnetism', 'perception')",magnetism,perception,2,"phd_student, expert",False,False,True,True
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('africanandafricanamericanphilosophy', 'ethnophilosophy')",ethnophilosophy,african and african-american philosophy,2,"course_taker, phd_student",False,True,True,False
"('epistemology', 'generalrelativity')",general relativity,epistemology,2,"phd_student, expert",False,False,True,True
"('induction', 'philosophyofmind')",induction,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('mentalimagery', 'philosophyofmind')",mental imagery,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('baptism', 'epistemology')",baptism,epistemology,2,"phd_student, expert",False,False,True,True
"('causation', 'probabilisticcausation')",probabilistic causation,causation,2,"phd_student, expert",False,False,True,True
"('measurementinquantumtheory', 'perception')",measurement in quantum theory,perception,2,"phd_student, expert",False,False,True,True
"('interpretation', 'metaphysics')",interpretation,metaphysics,2,"phd_student, expert",False,False,True,True
"('perception', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('goodness', 'metaphysics')",goodness,metaphysics,2,"phd_student, expert",False,False,True,True
"('concepts', 'mentalcontent')",concepts,mental content,2,"phd_student, expert",False,False,True,True
"('languageandsociety', 'philosophyoflanguage')",philosophy of language,language and society,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofsocialscience')",philosophy of social science,epistemology,2,"phd_student, expert",False,False,True,True
"('perception', 'representationalism')",representationalism,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'philosophyofchemistry')",philosophy of chemistry,metaphysics,2,"phd_student, expert",False,False,True,True
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,2,"course_taker, phd_student",False,True,True,False
"('japaneseaesthetics', 'japanesephilosophy')",japanese aesthetics,japanese philosophy,2,"amateur, phd_student",True,False,True,False
"('ancientlogic', 'historyoflogic')",ancient logic,history of logic,2,"amateur, phd_student",True,False,True,False
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('eliminativematerialism', 'folkpsychology')",eliminative materialism,folk psychology,2,"phd_student, expert",False,False,True,True
"('externalism', 'perception')",externalism,perception,2,"phd_student, expert",False,False,True,True
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,2,"phd_student, expert",False,False,True,True
"('existenceofgod', 'metaphysics')",existence of god,metaphysics,2,"phd_student, expert",False,False,True,True
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('ethics', 'utilitarianism')",ethics,utilitarianism,2,"amateur, phd_student",True,False,True,False
"('scientificmethodology', 'scientificrealism')",scientific realism,scientific methodology,2,"amateur, phd_student",True,False,True,False
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,2,"phd_student, expert",False,False,True,True
"('epistemology', 'introspection')",introspection,epistemology,2,"phd_student, expert",False,False,True,True
"('logicandlanguage', 'philosophyofcomputerscience')",philosophy of computer science,logic and language,2,"course_taker, phd_student",False,True,True,False
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,2,"phd_student, expert",False,False,True,True
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('consciousness', 'kantsviewofthemindandconsciousnessofself')",kant's view of the mind and consciousness of self,consciousness,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,2,"phd_student, expert",False,False,True,True
"('identitytheoryofmind', 'perception')",identity theory of mind,perception,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'vitalism')",vitalism,metaphysics,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'realism')",realism,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('imagery', 'perception')",imagery,perception,2,"phd_student, expert",False,False,True,True
"('aspectsofconsciousness', 'selfconsciousness')",self-consciousness,aspects of consciousness,2,"phd_student, expert",False,False,True,True
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('languageofthoughthypothesis', 'philosophyoflanguage')",language of thought hypothesis,philosophy of language,2,"phd_student, expert",False,False,True,True
"('probabilityandstatistics', 'scientificmethodology')",probability and statistics,scientific methodology,2,"amateur, phd_student",True,False,True,False
"('externalismaboutmentalcontent', 'mentalcontent')",externalism about mental content,mental content,2,"phd_student, expert",False,False,True,True
"('descartesepistemology', 'perception')",descartes' epistemology,perception,2,"phd_student, expert",False,False,True,True
"('mereology', 'metaphysics')",mereology,metaphysics,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'turingtest')",turing test,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'universals')",universals,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('consciousnessandcontent', 'philosophyofmind')",consciousness and content,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('philosophyofmathematics', 'zenosparadoxes')",zeno's paradoxes,philosophy of mathematics,2,"course_taker, phd_student",False,True,True,False
"('chineseethics', 'chinesephilosophy')",chinese ethics,chinese philosophy,2,"amateur, phd_student",True,False,True,False
"('matter', 'philosophyofmind')",matter,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemologicalproblemsofperception', 'epistemology')",epistemological problems of perception,epistemology,2,"phd_student, expert",False,False,True,True
"('epistemology', 'knowledgebyacquaintanceandknowledgebydescription')",knowledge by acquaintance and knowledge by description,epistemology,2,"phd_student, expert",False,False,True,True
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('eternityoftheworld', 'metaphysics')",eternity of the world,metaphysics,2,"phd_student, expert",False,False,True,True
"('consciousnessandmentalcontent', 'mentalcontent')",consciousness and mental content,mental content,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('bioethics', 'personalidentityandethics')",personal identity and ethics,bioethics,2,"phd_student, expert",False,False,True,True
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('cartesiandualism', 'perception')",cartesian dualism,perception,2,"phd_student, expert",False,False,True,True
"('aristotelianism', 'metaphysics')",aristotelianism,metaphysics,2,"phd_student, expert",False,False,True,True
"('ethics', 'religionandmorality')",religion and morality,ethics,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'satanism')",satanism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('perception', 'teleosemantics')",teleosemantics,perception,2,"phd_student, expert",False,False,True,True
"('internalismandexternalism', 'perception')",internalism and externalism,perception,2,"phd_student, expert",False,False,True,True
"('hilbertsprogram', 'philosophyofscienceandthesciences')",hilbert's program,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('continentalfeminism', 'continentalphilosophy')",continental feminism,continental philosophy,2,"phd_student, expert",False,False,True,True
"('epistemology', 'logos')",logos,epistemology,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'computation')",artificial intelligence,computation,2,"course_taker, expert",False,True,False,True
"('classicalphysics', 'philosophyofscienceandthesciences')",classical physics,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('feministmetaphysics', 'metaphysics')",feminist metaphysics,metaphysics,2,"phd_student, expert",False,False,True,True
"('japanesephilosophy', 'zenbuddhism')",zen buddhism,japanese philosophy,2,"phd_student, expert",False,False,True,True
"('socialandpoliticalphilosophy', 'socialphilosophy')",social philosophy,social and political philosophy,2,"phd_student, expert",False,False,True,True
"('philosophyoflanguage', 'privatelanguageargument')",private language argument,philosophy of language,2,"phd_student, expert",False,False,True,True
"('implicature', 'pragmatics')",implicature,pragmatics,2,"phd_student, expert",False,False,True,True
"('axiomatictheoriesoftruth', 'philosophyoflanguage')",axiomatic theories of truth,philosophy of language,2,"phd_student, expert",False,False,True,True
"('naturallawtradition', 'philosophyofreligion')",natural law tradition,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('biologicalaltruism', 'philosophyofbiology')",biological altruism,philosophy of biology,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'temporallogic')",temporal logic,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('metaphysicsandlanguage', 'philosophyoflanguage')",metaphysics and language,philosophy of language,2,"phd_student, expert",False,False,True,True
"('ethics', 'medievaltheoriesofpracticalreason')",medieval theories of practical reason,ethics,2,"phd_student, expert",False,False,True,True
"('indispensabilityargumentsinthephilosophyofmathematics', 'philosophyofscienceandthesciences')",indispensability arguments in the philosophy of mathematics,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'metaphysicsofcausation')",metaphysics of causation,metaphysics,2,"phd_student, expert",False,False,True,True
"('activationvalue', 'artificialintelligence')",activation value,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('developmentalbiology', 'trait')",trait,developmental biology,2,"phd_student, expert",False,False,True,True
"('bioethics', 'doctrineofdoubleeffect')",doctrine of double effect,bioethics,2,"phd_student, expert",False,False,True,True
"('philosophyofchemistry', 'philosophyofphysics')",philosophy of chemistry,philosophy of physics,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,metaphysics,2,"phd_student, expert",False,False,True,True
"('statisticalmechanicsandthermodynamics', 'thermodynamicasymmetryintime')",thermodynamic asymmetry in time,statistical mechanics and thermodynamics,2,"phd_student, expert",False,False,True,True
"('interpretation', 'quantummechanics')",interpretation,quantum mechanics,2,"phd_student, expert",False,False,True,True
"('approachestofeministphilosophy', 'continentalphilosophy')",approaches to feminist philosophy,continental philosophy,2,"phd_student, expert",False,False,True,True
"('life', 'philosophyofreligion')",life,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('contentsofperception', 'mentalcontent')",contents of perception,mental content,2,"phd_student, expert",False,False,True,True
"('mentalrepresentation', 'perception')",mental representation,perception,2,"phd_student, expert",False,False,True,True
"('goodnessandvaluetheory', 'metaphysics')",goodness and value theory,metaphysics,2,"phd_student, expert",False,False,True,True
"('intentionality', 'philosophyofmind')",intentionality,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('hardproblem', 'perception')",hard problem,perception,2,"phd_student, expert",False,False,True,True
"('concepts', 'perception')",concepts,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'propernames')",proper names,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('folkpsychology', 'philosophyofscienceandthesciences')",folk psychology,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('computationandrepresentation', 'philosophyofmind')",computation and representation,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('mentalrepresentation', 'philosophyofmind')",mental representation,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'processphilosophy')",process philosophy,metaphysics,2,"phd_student, expert",False,False,True,True
