key,ideaA,ideaB,humanRelatedness,humanGenerality
"('artisticrepresentation', 'interpretation')",artistic representation,interpretation,4,0
"('colonialism', 'internationalethics')",colonialism,international ethics,4,0
"('molecularbiologyandgenetics', 'populationgenetics')",population genetics,molecular biology and genetics,4,0
"('expressionandidiom', 'irony')",irony,expression and idiom,4,0
"('historicaldefinitionofart', 'natureofart')",historical definition of art,nature of art,4,0
"('suppositionandcopulation', 'universals')",supposition and copulation,universals,4,0
"('medievalmetaphysics', 'ontologicalhierarchy')",ontological hierarchy,medieval metaphysics,4,0
"('aimsofinterpretation', 'interpretation')",aims of interpretation,interpretation,4,0
"('aestheticproperties', 'beauty')",beauty,aesthetic properties,4,0
"('godelianargument', 'thinkingmachine')",godelian argument,thinking machine,4,0
"('simultaneity', 'spacetime')",simultaneity,spacetime,4,0
"('essentialism', 'expressivism')",expressivism,essentialism,4,0
"('scientificprogress', 'scientifictheory')",scientific progress,scientific theory,4,0
"('metaphysics', 'universals')",universals,metaphysics,4,0
"('medievalethics', 'originalsin')",original sin,medieval ethics,4,0
"('feministintervention', 'radicalfeminism')",radical feminism,feminist intervention,4,0
"('metaphysicsofaestheticproperties', 'realism')",realism,metaphysics of aesthetic properties,4,0
"('signification', 'universals')",signification,universals,4,0
"('cognitivescience', 'modularity')",modularity,cognitive science,4,0
"('bioethics', 'parenthoodandprocreation')",parenthood and procreation,bioethics,4,0
"('interpretation', 'monism')",monism,interpretation,4,0
"('medievallogic', 'obligationes')",obligationes,medieval logic,4,0
"('formsofgovernment', 'monarchy')",monarchy,forms of government,4,0
"('explanation', 'scientificexplanation')",scientific explanation,explanation,4,0
"('semantictheories', 'teleosemantics')",teleosemantics,semantic theories,4,0
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,4,0
"('folkpsychology', 'simulationtheory')",simulation theory,folk psychology,4,0
"('feministintervention', 'feministinterventionsinepistemology')",feminist interventions in epistemology,feminist intervention,4,0
"('thinkingmachine', 'turingtest')",turing test,thinking machine,4,0
"('immigration', 'internationalethics')",immigration,international ethics,4,0
"('confirmationandinduction', 'problemofinduction')",problem of induction,confirmation and induction,4,0
"('spacetime', 'specialrelativity')",special relativity,spacetime,4,0
"('equivalenceofmassandenergy', 'spacetime')",equivalence of mass and energy,spacetime,4,0
"('natureofart', 'proceduraldefinitionofart')",procedural definition of art,nature of art,4,0
"('philosophyofscience', 'topicsinfeminism')",philosophy of science,topics in feminism,4,0
"('pragmatictheoryoftruth', 'truth')",pragmatic theory of truth,truth,4,0
"('aspectsofmind', 'pain')",pain,aspects of mind,4,0
"('logicalform', 'negation')",negation,logical form,4,0
"('connectives', 'logicalform')",connectives,logical form,4,0
"('medievalepistemology', 'skepticism')",skepticism,medieval epistemology,4,0
"('freewill', 'metaphysicsofmind')",free will,metaphysics of mind,4,0
"('ancientphilosophy', 'relativism')",relativism,ancient philosophy,4,0
"('darwinism', 'evolution')",darwinism,evolution,4,0
"('semanticpuzzle', 'soritesparadox')",sorites paradox,semantic puzzle,4,0
"('identitytheoryoftruth', 'truth')",identity theory of truth,truth,4,0
"('cognitivescience', 'rationality')",rationality,cognitive science,4,0
"('fallaciesduplicatetoremove', 'propositions')",fallacies_(duplicate_to_remove),propositions,4,0
"('artisticobject', 'concreteobject')",artistic object,concrete object,4,0
"('aspectsofmind', 'imagination')",imagination,aspects of mind,4,0
"('behaviorism', 'languagelearning')",behaviorism,language learning,4,0
"('ethicsandinformationtechnology', 'searchenginesandethics')",search engines and ethics,ethics and information technology,4,0
"('beingandgoodness', 'medievalethics')",being and goodness,medieval ethics,4,0
"('actiontokens', 'concreteobject')",action tokens,concrete object,4,0
"('timemachine', 'timetravel')",time machine,time travel,4,0
"('distributiveandeconomicjustice', 'socialminimum')",social minimum,distributive and economic justice,4,0
"('aspectsofmind', 'dreams')",dreams,aspects of mind,4,0
"('scientifictheory', 'simplicity')",simplicity,scientific theory,4,0
"('convention', 'pragmatics')",convention,pragmatics,4,0
"('dirtyhands', 'politicalmorality')",dirty hands,political morality,4,0
"('bioethics', 'humanenhancement')",human enhancement,bioethics,4,0
"('artisticstyle', 'comedy')",comedy,artistic style,4,0
"('personalidentity', 'splitbrains')",split brains,personal identity,4,0
"('life', 'philosophyofbiology')",life,philosophy of biology,4,0
"('referenceanddenotation', 'rigiddesignators')",rigid designators,reference and denotation,4,0
"('languagelearning', 'nativism')",nativism,language learning,4,0
"('medievallogic', 'modality')",modality,medieval logic,4,0
"('artificialintelligence', 'computationalism')",computationalism,artificial intelligence,4,0
"('body', 'topicsinfeminism')",body,topics in feminism,4,0
"('communism', 'maoism')",maoism,communism,4,0
"('bohmianmechanics', 'quantummechanics')",bohmian mechanics,quantum mechanics,4,0
"('feministintervention', 'feministinterventionsinethics')",feminist interventions in ethics,feminist intervention,4,0
"('grouprights', 'humanrights')",group rights,human rights,4,0
"('desires', 'propositionalattitude')",desires,propositional attitude,4,0
"('consciousness', 'explanatorygap')",explanatory gap,consciousness,4,0
"('reproduction', 'topicsinfeminism')",reproduction,topics in feminism,4,0
"('indeterminacyoftranslation', 'languageandsociety')",indeterminacy of translation,language and society,4,0
"('languageandsociety', 'linguisticdivisionoflabor')",linguistic division of labor,language and society,4,0
"('genotypeandphenotype', 'molecularbiologyandgenetics')",genotype and phenotype,molecular biology and genetics,4,0
"('formsofgovernment', 'theocracy')",theocracy,forms of government,4,0
"('semanticpuzzle', 'vagueness')",vagueness,semantic puzzle,4,0
"('disjunction', 'logicalform')",disjunction,logical form,4,0
"('politicallegitimacy', 'politicalmorality')",political legitimacy,political morality,4,0
"('functionaldefinitionofart', 'natureofart')",functional definition of art,nature of art,4,0
"('consequentialism', 'normativeethics')",consequentialism,normative ethics,4,0
"('commongood', 'politicalmorality')",common good,political morality,4,0
"('quantumgravity', 'quantummechanics')",quantum gravity,quantum mechanics,4,0
"('inertialframes', 'spacetime')",inertial frames,spacetime,4,0
"('expressionandidiom', 'meaningproperties')",expression and idiom,meaning properties,4,0
"('pragmatics', 'speakermeaning')",speaker meaning,pragmatics,4,0
"('aestheticexperience', 'aestheticpleasure')",aesthetic pleasure,aesthetic experience,4,0
"('humanism', 'medievalethics')",humanism,medieval ethics,4,0
"('partsofspeech', 'propernoun')",proper noun,parts of speech,4,0
"('formsofgovernment', 'republic')",republic,forms of government,4,0
"('self', 'topicsinfeminism')",self,topics in feminism,4,0
"('bioethics', 'voluntaryeuthanasia')",voluntary euthanasia,bioethics,4,0
"('cognitivescience', 'evolutionofcognition')",evolution of cognition,cognitive science,4,0
"('identityandindividualityinquantumtheory', 'quantummechanics')",identity and individuality in quantum theory,quantum mechanics,4,0
"('backwardcausation', 'causation')",backward causation,causation,4,0
"('internationalethics', 'sovereignty')",sovereignty,international ethics,4,0
"('timetravel', 'timetravelandmodernphysics')",time travel and modern physics,time travel,4,0
"('aspectsofmind', 'pleasure')",pleasure,aspects of mind,4,0
"('deflationarytheoryoftruth', 'truth')",deflationary theory of truth,truth,4,0
"('classandwork', 'topicsinfeminism')",class and work,topics in feminism,4,0
"('civildisobedience', 'politicalobligation')",civil disobedience,political obligation,4,0
"('disquotationaltheoryoftruth', 'truth')",disquotational theory of truth,truth,4,0
"('assertion', 'pragmatics')",assertion,pragmatics,4,0
"('medievalphilosophyofthesoul', 'powersofthesoul')",powers of the soul,medieval philosophy of the soul,4,0
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,4,0
"('medievalphilosophyofthesoul', 'substanceofthesoul')",substance of the soul,medieval philosophy of the soul,4,0
"('constructivisttheoryoftruth', 'truth')",constructivist theory of truth,truth,4,0
"('churchandstate', 'medievalpoliticalphilosophy')",church and state,medieval political philosophy,4,0
"('civilrights', 'homophobia')",homophobia,civil rights,4,0
"('conditionals', 'logicalform')",conditionals,logical form,4,0
"('insolubles', 'medievallogic')",insolubles,medieval logic,4,0
"('defaults', 'pragmatics')",defaults,pragmatics,4,0
"('ordinarylanguagephilosophy', 'semantictheories')",ordinary language philosophy,semantic theories,4,0
"('evolution', 'fitness')",fitness,evolution,4,0
"('politicalmorality', 'treatmentofanimals')",treatment of animals,political morality,4,0
"('collapsetheories', 'quantummechanics')",collapse theories,quantum mechanics,4,0
"('medievalethics', 'medievaltheoriesofpracticalreason')",medieval theories of practical reason,medieval ethics,4,0
"('paradoxofanalysis', 'semanticpuzzle')",paradox of analysis,semantic puzzle,4,0
"('spacetime', 'time')",time,spacetime,4,0
"('developmentalbiology', 'epigenesisandpreformationism')",epigenesis and preformationism,developmental biology,4,0
"('civilrights', 'sexism')",sexism,civil rights,4,0
"('normativeethics', 'virtueethics')",virtue ethics,normative ethics,4,0
"('languageandsociety', 'privatelanguageargument')",private language argument,language and society,4,0
"('partsofspeech', 'sentence')",sentence,parts of speech,4,0
"('computabilityandcomplexity', 'philosophyofcomputerscience')",computability and complexity,philosophy of computer science,4,0
"('developmentalbiology', 'trait')",trait,developmental biology,4,0
"('indexicals', 'semanticpuzzle')",indexicals,semantic puzzle,4,0
"('aesthetics', 'theologicalaesthetics')",theological aesthetics,aesthetics,4,0
"('naturalphilosophy', 'thefourcauses')",the four causes,natural philosophy,4,0
"('family', 'topicsinfeminism')",family,topics in feminism,4,0
"('artisticform', 'music')",music,artistic form,4,0
"('hybriddefinitionsofart', 'natureofart')",hybrid definitions of art,nature of art,4,0
"('logicalform', 'quantifiersandquanitification')",quantifiers and quanitification,logical form,4,0
"('humanrights', 'rightsofchildren')",rights of children,human rights,4,0
"('altruism', 'evolution')",altruism,evolution,4,0
"('medievallogic', 'sophismata')",sophismata,medieval logic,4,0
"('molecularbiologyandgenetics', 'unitsandlevelsofselection')",units and levels of selection,molecular biology and genetics,4,0
"('analyticfeminism', 'methodsinfeminism')",analytic feminism,methods in feminism,4,0
"('cognitionofart', 'reception')",cognition of art,reception,4,0
"('distribution', 'universals')",distribution,universals,4,0
"('anarchy', 'formsofgovernment')",anarchy,forms of government,4,0
"('civilrights', 'racism')",racism,civil rights,4,0
"('natureoflanguage', 'structuralism')",structuralism,nature of language,4,0
"('epiphenomenalism', 'metaphysicsofmind')",epiphenomenalism,metaphysics of mind,4,0
"('depiction', 'meaningproperties')",depiction,meaning properties,4,0
"('intentionality', 'meaningskepticism')",meaning skepticism,intentionality,4,0
"('aspectsofmind', 'emotion')",emotion,aspects of mind,4,0
"('pragmatics', 'speechact')",speech act,pragmatics,4,0
"('paternalism', 'politicalmorality')",paternalism,political morality,4,0
"('existentialism', 'normativeethics')",existentialism,normative ethics,4,0
"('coherencetheoryoftruth', 'truth')",coherence theory of truth,truth,4,0
"('bioethics', 'disabilities')",disabilities,bioethics,4,0
"('metaphysicsofmind', 'otherminds')",other minds,metaphysics of mind,4,0
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,4,0
"('aestheticproperties', 'sublimity')",sublimity,aesthetic properties,4,0
"('continentalfeminism', 'methodsinfeminism')",continental feminism,methods in feminism,4,0
"('quantumfieldtheory', 'quantummechanics')",quantum field theory,quantum mechanics,4,0
"('artisticstyle', 'tragedy')",tragedy,artistic style,4,0
"('consciousness', 'hardproblem')",hard problem,consciousness,4,0
"('demonstration', 'propositions')",demonstration,propositions,4,0
"('corruption', 'politicalmorality')",corruption,political morality,4,0
"('meaning', 'propositions')",propositions,meaning,4,0
"('connotation', 'universals')",connotation,universals,4,0
"('cognitivescience', 'nativism')",nativism,cognitive science,4,0
"('miracles', 'scienceandreligion')",miracles,science and religion,4,0
"('aestheticism', 'essentialism')",aestheticism,essentialism,4,0
"('correspondencetheoryoftruth', 'truth')",correspondence theory of truth,truth,4,0
"('generalrelativity', 'spacetime')",general relativity,spacetime,4,0
"('medievalphilosophyofthesoul', 'mentalrepresentationinmedievalphilosophy')",mental representation in medieval philosophy,medieval philosophy of the soul,4,0
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,4,0
"('ontologyofart', 'performance')",performance,ontology of art,4,0
"('qualia', 'zombies')",zombies,qualia,4,0
"('idiolects', 'languageandsociety')",idiolects,language and society,4,0
"('philosophyofpsychology', 'psychologicallaw')",psychological law,philosophy of psychology,4,0
"('nihilism', 'normativeethics')",nihilism,normative ethics,4,0
"('expressionandidiom', 'metaphor')",metaphor,expression and idiom,4,0
"('immaterialityandunityoftheintellect', 'medievalphilosophyofthesoul')",immateriality and unity of the intellect,medieval philosophy of the soul,4,0
"('experimentation', 'thescientificmethod')",the scientific method,experimentation,4,0
"('aesthetics', 'environmentalaesthetics')",environmental aesthetics,aesthetics,4,0
"('medievaltheology', 'neoplatonictheology')",neoplatonic theology,medieval theology,4,0
"('domination', 'politicalmorality')",domination,political morality,4,0
"('ostensivedefinition', 'referenceanddenotation')",ostensive definition,reference and denotation,4,0
"('fiction', 'meaningproperties')",fiction,meaning properties,4,0
"('feministintervention', 'feministinterventionsinenvironmentalphilosophy')",feminist interventions in environmental philosophy,feminist intervention,4,0
"('molecularbiologyandgenetics', 'replication')",replication,molecular biology and genetics,4,0
"('liberalism', 'rawlsianliberalism')",rawlsian liberalism,liberalism,4,0
"('aesthetics', 'aestheticsofart')",aesthetics of art,aesthetics,4,0
"('medievaltheoriesofsingularterms', 'propositions')",medieval theories of singular terms,propositions,4,0
"('aspectsofmind', 'memory')",memory,aspects of mind,4,0
"('divinesimplicity', 'medievalmetaphysics')",divine simplicity,medieval metaphysics,4,0
"('abortion', 'bioethics')",abortion,bioethics,4,0
"('intentionalstance', 'propositionalattitude')",intentional stance,propositional attitude,4,0
"('paradoxesofemotion', 'reception')",paradoxes of emotion,reception,4,0
"('mentalcontent', 'representation')",representation,mental content,4,0
"('ecology', 'ecologyandconservation')",ecology,ecology and conservation,4,0
"('descriptions', 'referenceanddenotation')",descriptions,reference and denotation,3,0
"('existenceofgod', 'medievalmetaphysics')",existence of god,medieval metaphysics,4,0
"('animallanguage', 'natureoflanguage')",animal language,nature of language,4,0
"('pragmatics', 'presupposition')",presupposition,pragmatics,4,0
"('interpretation', 'natureofmeaning')",nature of meaning,interpretation,4,0
"('modalinterpretationsofquantummechanics', 'quantummechanics')",modal interpretations of quantum mechanics,quantum mechanics,4,0
"('denotation', 'referenceanddenotation')",denotation,reference and denotation,4,0
"('essentialism', 'formalism')",formalism,essentialism,4,0
"('aspectsofmind', 'imagery')",imagery,aspects of mind,4,0
"('artisticevents', 'concreteobject')",artistic events,concrete object,4,0
"('connectionism', 'distributedrepresentation')",distributed representation,connectionism,4,0
"('artisticform', 'literature')",literature,artistic form,4,0
"('causation', 'causeandeffect')",cause and effect,causation,4,0
"('function', 'functionandteleology')",function,function and teleology,4,0
"('feministintervention', 'feministinterventionsinthephilosophyofreligion')",feminist interventions in the philosophy of religion,feminist intervention,4,0
"('imagination', 'reception')",imagination,reception,4,0
"('alchemy', 'scholasticchymistry')",scholastic chymistry,alchemy,4,0
"('commongood', 'medievalpoliticalphilosophy')",common good,medieval political philosophy,4,0
"('medievalgrammar', 'medievalsemiotics')",medieval semiotics,medieval grammar,4,0
"('medievalethics', 'problemofevil')",problem of evil,medieval ethics,4,0
"('quantumentanglementandinformation', 'quantummechanics')",quantum entanglement and information,quantum mechanics,4,0
"('moralcharacter', 'normativeethics')",moral character,normative ethics,4,0
"('eternityoftheworld', 'medievalcosmology')",eternity of the world,medieval cosmology,4,0
"('cognitivescience', 'mentalillness')",mental illness,cognitive science,4,0
"('measurementinquantumtheory', 'quantummechanics')",measurement in quantum theory,quantum mechanics,4,0
"('asylum', 'internationalethics')",asylum,international ethics,4,0
"('feministintervention', 'feministinterventionsinthephilosophyoflaw')",feminist interventions in the philosophy of law,feminist intervention,4,0
"('nationalemergencyandtorture', 'politicalmorality')",national emergency and torture,political morality,4,0
"('quantummechanics', 'uncertaintyprinciple')",uncertainty principle,quantum mechanics,4,0
"('aesthetics', 'aestheticsofnature')",aesthetics of nature,aesthetics,4,0
"('invertedqualia', 'qualia')",inverted qualia,qualia,4,0
"('mentalese', 'semantictheories')",mentalese,semantic theories,4,0
"('eliminativismaboutpropositionalattitudes', 'propositionalattitude')",eliminativism about propositional attitudes,propositional attitude,4,0
"('bioethics', 'suicide')",suicide,bioethics,4,0
"('internationalethics', 'realism')",realism,international ethics,4,0
"('modeltheoreticsemantics', 'semantictheories')",model theoretic semantics,semantic theories,4,0
"('evolution', 'heredityandheritability')",heredity and heritability,evolution,4,0
"('politicalauthority', 'politicalmorality')",political authority,political morality,4,0
"('ambiguity', 'semanticpuzzle')",ambiguity,semantic puzzle,4,0
"('sexuality', 'topicsinfeminism')",sexuality,topics in feminism,4,0
"('distributiveandeconomicjustice', 'taxation')",taxation,distributive and economic justice,4,0
"('philosophyofcomputerscience', 'turingmachine')",turing machine,philosophy of computer science,4,0
"('causation', 'probabilisticcausation')",probabilistic causation,causation,4,0
"('ampliationandrestriction', 'universals')",ampliation and restriction,universals,4,0
"('evolution', 'species')",species,evolution,4,0
"('medievalethics', 'virtuesandvices')",virtues and vices,medieval ethics,4,0
"('politicalmorality', 'publicity')",publicity,political morality,4,0
"('functionalism', 'machinefunctionalism')",machine functionalism,functionalism,4,0
"('intentionality', 'meaningholism')",meaning holism,intentionality,4,0
"('artisticform', 'film')",film,artistic form,4,0
"('aesthetics', 'aestheticsoffood')",aesthetics of food,aesthetics,4,0
"('feministintervention', 'feministinterventionsinmoralpsychology')",feminist interventions in moral psychology,feminist intervention,4,0
"('aesthetics', 'aestheticsofartifacts')",aesthetics of artifacts,aesthetics,4,0
"('molecularbiology', 'molecularbiologyandgenetics')",molecular biology,molecular biology and genetics,4,0
"('emergence', 'psychophysicalrelation')",emergence,psychophysical relation,4,0
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,4,0
"('philosophyofphysics', 'structuralism')",structuralism,philosophy of physics,4,0
"('anaphora', 'semanticpuzzle')",anaphora,semantic puzzle,4,0
"('artisticvalue', 'ethicalvalueofart')",ethical value of art,artistic value,4,0
"('bioethics', 'geneticengineering')",genetic engineering,bioethics,4,0
"('folkpsychology', 'thetheorytheory')",the theory theory,folk psychology,4,0
"('intensionaltransitiveverbs', 'partsofspeech')",intensional transitive verbs,parts of speech,4,0
"('bioethics', 'mentalillness')",mental illness,bioethics,4,0
"('compositionality', 'connectionism')",compositionality,connectionism,4,0
"('collectiveresponsibility', 'politicalmorality')",collective responsibility,political morality,4,0
"('medievallegalphilosophy', 'positivelaw')",positive law,medieval legal philosophy,4,0
"('meaningproperties', 'metaphor')",metaphor,meaning properties,4,0
"('medievalmetaphysics', 'universals')",universals,medieval metaphysics,4,0
"('feministphilosophyoflanguage', 'languageandsociety')",feminist philosophy of language,language and society,3,0
"('languageandsociety', 'processtheism')",process theism,language and society,0,-1
"('languageandsociety', 'westernphilosophy')",western philosophy,language and society,2,1
"('formallearningtheory', 'languagelearning')",formal learning theory,language learning,3,0
"('epistemologicalproblemsoftestimony', 'languagelearning')",epistemological problems of testimony,language learning,0,-1
"('languagelearning', 'mohism')",mohism,language learning,0,-1
"('explanation', 'languagelearning')",explanation,language learning,0,-1
"('dispositions', 'languagelearning')",dispositions,language learning,3,0
"('criticaltheory', 'pragmatics')",critical theory,pragmatics,0,-1
"('pragmatics', 'structuredpropositions')",structured propositions,pragmatics,1,0
"('pragmatics', 'statisticalmechanics')",statistical mechanics,pragmatics,0,-1
"('correspondencetheoryoftruth', 'pragmatics')",correspondence theory of truth,pragmatics,0,-1
"('colonialism', 'pragmatics')",colonialism,pragmatics,0,-1
"('concreteobject', 'pragmatics')",concrete object,pragmatics,0,-1
"('compositionality', 'pragmatics')",compositionality,pragmatics,0,-1
"('pragmatics', 'rigiddesignators')",rigid designators,pragmatics,0,-1
"('commonknowledge', 'pragmatics')",common knowledge,pragmatics,3,0
"('expressionandidiom', 'pragmatics')",expression and idiom,pragmatics,3,0
"('logicalconstant', 'pragmatics')",logical constant,pragmatics,0,-1
"('analysisofknowledge', 'pragmatics')",analysis of knowledge,pragmatics,0,-1
"('pragmatics', 'publicity')",publicity,pragmatics,0,-1
"('miracles', 'pragmatics')",miracles,pragmatics,0,-1
"('civilrights', 'pragmatics')",civil rights,pragmatics,0,-1
"('otherminds', 'pragmatics')",other minds,pragmatics,0,-1
"('politicalauthority', 'pragmatics')",political authority,pragmatics,0,-1
"('humanrights', 'pragmatics')",human rights,pragmatics,0,-1
"('facts', 'pragmatics')",facts,pragmatics,0,-1
"('interpretation', 'pragmatics')",interpretation,pragmatics,3,0
"('consequencerelationsandalgebraiclogic', 'semantics')",consequence relations and algebraic logic,semantics,0,-1
"('independencefriendlylogic', 'semantics')",independence friendly logic,semantics,0,-1
"('actualism', 'semantics')",actualism,semantics,0,-1
"('chineseroomargument', 'semantics')",chinese room argument,semantics,0,-1
"('connectives', 'truth')",connectives,truth,3,0
"('religiousdiversity', 'truth')",religious diversity,truth,0,-1
"('scientificprogress', 'truth')",scientific progress,truth,0,-1
"('logicandlanguage', 'truth')",logic and language,truth,3,0
"('logicandontology', 'truth')",logic and ontology,truth,3,0
"('possibleworlds', 'truth')",possible worlds,truth,3,0
"('semantics', 'truth')",semantics,truth,4,2
"('realism', 'truth')",realism,truth,3,2
"('time', 'truth')",time,truth,0,-1
"('assertion', 'truth')",assertion,truth,3,0
"('structuredpropositions', 'truth')",structured propositions,truth,1,0
"('disjunction', 'truth')",disjunction,truth,2,0
"('modallogic', 'truth')",modal logic,truth,2,0
"('antirealism', 'truth')",anti-realism,truth,3,0
"('russellslogicalatomism', 'truth')",russell's logical atomism,truth,2,0
"('soritesparadox', 'truth')",sorites paradox,truth,2,0
"('logicalconsequence', 'truth')",logical consequence,truth,3,0
"('actualism', 'truth')",actualism,truth,1,0
"('philosophyofnature', 'truth')",philosophy of nature,truth,0,-1
"('modalfictionalism', 'truth')",modal fictionalism,truth,2,0
"('insolubles', 'truth')",insolubles,truth,2,0
"('indexicals', 'truth')",indexicals,truth,1,0
"('logicalconstant', 'truth')",logical constant,truth,1,0
"('fiction', 'truth')",fiction,truth,2,0
"('analyticphilosophy', 'truth')",analytic philosophy,truth,2,3
"('determinism', 'truth')",determinism,truth,0,-1
"('philosophyofmathematics', 'truth')",philosophy of mathematics,truth,1,3
"('lawsofnature', 'truth')",laws of nature,truth,0,-1
"('interpretation', 'truth')",interpretation,truth,3,0
"('semantictheories', 'truth')",semantic theories,truth,3,2
"('coherentisttheoriesofepistemicjustification', 'truth')",coherentist theories of epistemic justification,truth,2,0
"('socialepistemology', 'truth')",social epistemology,truth,1,0
"('moralrelativism', 'truth')",moral relativism,truth,1,0
"('deweysaesthetics', 'truth')",dewey's aesthetics,truth,0,-1
"('schema', 'truth')",schema,truth,0,-1
"('determinismandindeterminism', 'truth')",determinism and indeterminism,truth,0,-1
"('expressionandidiom', 'truth')",expression and idiom,truth,0,-1
"('necessaryandsufficientcondition', 'truth')",necessary and sufficient condition,truth,2,0
"('function', 'truth')",function,truth,0,-1
"('classicallogic', 'truth')",classical logic,truth,2,0
"('intensionallogic', 'truth')",intensional logic,truth,1,0
"('induction', 'truth')",induction,truth,0,-1
"('moralcognitivismvsnoncognitivism', 'truth')",moral cognitivism vs. non-cognitivism,truth,0,-1
"('statesofaffairs', 'truth')",states of affairs,truth,3,0
"('facts', 'truth')",facts,truth,3,0
"('currysparadox', 'truth')",curry's paradox,truth,3,0
"('childrensrights', 'truth')",children's rights,truth,0,-1
"('relativism', 'truth')",relativism,truth,3,0
"('philosophyofaction', 'truth')",philosophy of action,truth,0,-1
"('anaphora', 'expressionandidiom')",anaphora,expression and idiom,3,0
"('expressionandidiom', 'interpretation')",interpretation,expression and idiom,3,0
"('connectives', 'expressionandidiom')",connectives,expression and idiom,0,-1
"('expressionandidiom', 'logicalform')",logical form,expression and idiom,3,0
"('expressionandidiom', 'modallogic')",modal logic,expression and idiom,0,-1
"('expressionandidiom', 'sortals')",sortals,expression and idiom,0,-1
"('expressionandidiom', 'rigiddesignators')",rigid designators,expression and idiom,0,-1
"('expressionandidiom', 'logicandlanguage')",logic and language,expression and idiom,2,1
"('expressionandidiom', 'semantictheories')",semantic theories,expression and idiom,3,1
"('abstractobject', 'expressionandidiom')",abstract object,expression and idiom,0,-1
"('expressionandidiom', 'moralcognitivismvsnoncognitivism')",moral cognitivism vs. non-cognitivism,expression and idiom,0,-1
"('expressionandidiom', 'function')",function,expression and idiom,0,-1
"('expressionandidiom', 'syntax')",syntax,expression and idiom,2,1
"('expressionandidiom', 'implicature')",implicature,expression and idiom,4,0
"('expressionandidiom', 'prooftheory')",proof theory,expression and idiom,0,-1
"('concreteobject', 'expressionandidiom')",concrete object,expression and idiom,0,-1
"('expressionandidiom', 'idiolects')",idiolects,expression and idiom,3,0
"('automatedreasoning', 'expressionandidiom')",automated reasoning,expression and idiom,1,0
"('expressionandidiom', 'partsofspeech')",parts of speech,expression and idiom,2,0
"('expressionandidiom', 'settheory')",set theory,expression and idiom,0,-1
"('expressionandidiom', 'quotation')",quotation,expression and idiom,3,0
"('analysis', 'expressionandidiom')",analysis,expression and idiom,2,-1
"('expressionandidiom', 'intensionaltransitiveverbs')",intensional transitive verbs,expression and idiom,0,-1
"('expressionandidiom', 'singularpropositions')",singular propositions,expression and idiom,0,-1
"('expressionandidiom', 'propositionalattitude')",propositional attitude,expression and idiom,0,-1
"('expressionandidiom', 'semantics')",semantics,expression and idiom,2,1
"('expressionandidiom', 'languageofthoughthypothesis')",language of thought hypothesis,expression and idiom,0,-1
"('expressionandidiom', 'independencefriendlylogic')",independence friendly logic,expression and idiom,0,-1
"('expressionandidiom', 'modeltheory')",model theory,expression and idiom,0,-1
"('expressionandidiom', 'philosophyofcomputerscience')",philosophy of computer science,expression and idiom,0,-1
"('expressionandidiom', 'propositionalattitudereports')",propositional attitude reports,expression and idiom,0,-1
"('expressionandidiom', 'matter')",matter,expression and idiom,0,-1
"('goodmansaesthetics', 'referenceanddenotation')",goodman's aesthetics,reference and denotation,0,-1
"('referenceanddenotation', 'theoryofpropertiesofterms')",theory of properties of terms,reference and denotation,2,0
"('deflationarytheoryoftruth', 'referenceanddenotation')",deflationary theory of truth,reference and denotation,2,0
"('intensionaltransitiveverbs', 'referenceanddenotation')",intensional transitive verbs,reference and denotation,0,-1
"('expressionandidiom', 'referenceanddenotation')",expression and idiom,reference and denotation,2,0
"('globaljustice', 'internationalorganizations')",international organizations,global justice,4,0
"('economicinstitution', 'globaljustice')",economic institution,global justice,4,0
"('globaljustice', 'pollution')",pollution,global justice,4,0
"('globaljustice', 'naturalresources')",natural resources,global justice,4,0
"('cosmopolitanism', 'globaljustice')",cosmopolitanism,global justice,4,0
"('juspostbellum', 'warandpacifism')",jus post bellum,war and pacifism,4,0
"('jusinbello', 'warandpacifism')",jus in bello,war and pacifism,4,0
"('pacifism', 'warandpacifism')",pacifism,war and pacifism,4,0
"('justwartheory', 'warandpacifism')",just war theory,war and pacifism,4,0
"('war', 'warandpacifism')",war,war and pacifism,4,0
"('analyticfeminism', 'feministphilosophy')",analytic feminism,feminist philosophy,4,0
"('feministphilosophy', 'feministsocialepistemology')",feminist social epistemology,feminist philosophy,4,0
"('feministepistemologyandphilosophyofscience', 'feministphilosophy')",feminist epistemology and philosophy of science,feminist philosophy,4,0
"('feministbioethics', 'feministphilosophy')",feminist bioethics,feminist philosophy,4,0
"('feministhistoryofphilosophy', 'feministphilosophy')",feminist history of philosophy,feminist philosophy,4,0
"('approachestofeministphilosophy', 'feministphilosophy')",approaches to feminist philosophy,feminist philosophy,4,0
"('feministaesthetics', 'feministphilosophy')",feminist aesthetics,feminist philosophy,4,0
"('feministphilosophy', 'topicsinfeminism')",topics in feminism,feminist philosophy,4,-1
"('feministperspectivesonpower', 'feministphilosophy')",feminist perspectives on power,feminist philosophy,4,0
"('feministphilosophy', 'socialphilosophy')",social philosophy,feminist philosophy,2,3
