key,ideaA,ideaB,persona,system_prompt,user_prompt,metadata
"('metaphysics', 'personalidentityandethics')",personal identity and ethics,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.733741+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('perception', 'unitarianism')",unitarianism,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.733794+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('perception', 'unitarianism')",unitarianism,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.733823+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.733877+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.733909+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.733984+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734015+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('activationvalue', 'folkpsychology')",activation value,folk psychology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734068+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('activationvalue', 'folkpsychology')",activation value,folk psychology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734099+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734152+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734184+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734237+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734268+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('historyoflogic', 'intuitionisticlogic')",intuitionistic logic,history of logic,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734327+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('historyoflogic', 'intuitionisticlogic')",intuitionistic logic,history of logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734358+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('blindsight', 'perception')",blindsight,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734411+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('blindsight', 'perception')",blindsight,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734441+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('scientificmethodology', 'unityofscience')",unity of science,scientific methodology,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734493+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('scientificmethodology', 'unityofscience')",unity of science,scientific methodology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734524+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'neuralnetwork')",neural network,cognitive science,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734577+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'neuralnetwork')",neural network,cognitive science,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734607+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'time')",time,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734666+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'time')",time,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734696+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('functionalism', 'philosophyofmind')",functionalism,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734748+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('functionalism', 'philosophyofmind')",functionalism,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734778+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('foundationalism', 'foundationalisttheoriesofepistemicjustification')",foundationalist theories of epistemic justification,foundationalism,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734831+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('foundationalism', 'foundationalisttheoriesofepistemicjustification')",foundationalist theories of epistemic justification,foundationalism,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734862+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('intuitionisticlogic', 'logic')",logic,intuitionistic logic,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734915+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('intuitionisticlogic', 'logic')",logic,intuitionistic logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734946+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('connectionism', 'neuralnetwork')",connectionism,neural network,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.734998+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('connectionism', 'neuralnetwork')",connectionism,neural network,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735029+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('causaltheoriesofmentalcontent', 'perception')",causal theories of mental content,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735082+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('causaltheoriesofmentalcontent', 'perception')",causal theories of mental content,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735113+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735165+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735195+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735247+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735278+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735330+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735360+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'gettierproblem')",gettier problem,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735433+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'gettierproblem')",gettier problem,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735463+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'internalism')",internalism,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735515+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'internalism')",internalism,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735545+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735598+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735628+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735681+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735711+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('existence', 'metaphysics')",existence,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735763+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('existence', 'metaphysics')",existence,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735793+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735845+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735875+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735928+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.735959+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'naturalisminlegalphilosophy')",naturalism in legal philosophy,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736012+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'naturalisminlegalphilosophy')",naturalism in legal philosophy,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736043+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('perception', 'philosophyofperception')",philosophy of perception,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736096+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('perception', 'philosophyofperception')",philosophy of perception,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736126+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'platonicrealism')",platonic realism,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736178+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'platonicrealism')",platonic realism,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736208+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736260+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736291+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('civilrights', 'racism')",racism,civil rights,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736343+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('civilrights', 'racism')",racism,civil rights,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736373+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736425+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736456+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('leibnizoncausation', 'perception')",leibniz on causation,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736508+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('leibnizoncausation', 'perception')",leibniz on causation,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736538+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736590+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736621+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'sensedata')",sense data,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736674+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'sensedata')",sense data,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736704+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'testimony')",testimony,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736756+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'testimony')",testimony,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736785+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'scientifictheory')",scientific theory,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736881+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'scientifictheory')",scientific theory,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736911+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('medievaltheoriesofcausality', 'metaphysics')",medieval theories of causality,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.736988+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('medievaltheoriesofcausality', 'metaphysics')",medieval theories of causality,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737019+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'connectionistmodel')",connectionist model,artificial intelligence,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737079+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'connectionistmodel')",connectionist model,artificial intelligence,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737110+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('classicallogic', 'logic')",logic,classical logic,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737163+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('classicallogic', 'logic')",logic,classical logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737193+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737245+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737274+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737327+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737357+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737410+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737441+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737494+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737525+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('existence', 'existenceofgod')",existence of god,existence,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737577+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('existence', 'existenceofgod')",existence of god,existence,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737608+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737660+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737692+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737745+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737775+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('physicalism', 'zombies')",zombies,physicalism,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737827+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('physicalism', 'zombies')",zombies,physicalism,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737857+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737909+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737938+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.737991+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738021+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738073+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738103+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738155+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738185+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738238+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738268+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('folkpsychology', 'perception')",folk psychology,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738320+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('folkpsychology', 'perception')",folk psychology,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738369+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('computerethics', 'ethics')",computer ethics,ethics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738421+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('computerethics', 'ethics')",computer ethics,ethics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738451+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738503+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738534+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738587+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738617+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738670+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738700+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738752+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738782+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738835+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
