key,ideaA,ideaB,relatedness,generality,persona,system_prompt,user_prompt,metadata
"('logos', 'perception')",logos,perception,2,-1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:24.861663+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('analyticfeminism', 'metaphysics')",analytic feminism,metaphysics,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:26.210424+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('analyticfeminism', 'metaphysics')",analytic feminism,metaphysics,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:27.554278+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('analyticfeminism', 'metaphysics')",analytic feminism,metaphysics,2,-1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:28.927255+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:30.300816+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:31.626584+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:32.965960+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('koreanphilosophy', 'perception')",korean philosophy,perception,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:34.331436+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('koreanphilosophy', 'perception')",korean philosophy,perception,2,-1,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:35.688307+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('koreanphilosophy', 'perception')",korean philosophy,perception,2,-1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:37.053239+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:38.413579+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:39.786495+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,2,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:41.131178+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('connectionism', 'trainingset')",connectionism,training set,2,0,course_taker,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:42.668306+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('connectionism', 'trainingset')",connectionism,training set,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:44.022587+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('connectionism', 'trainingset')",connectionism,training set,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:45.368374+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('evolution', 'unitsandlevelsofselection')",units and levels of selection,evolution,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:46.723979+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('evolution', 'unitsandlevelsofselection')",units and levels of selection,evolution,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:48.104056+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('evolution', 'unitsandlevelsofselection')",units and levels of selection,evolution,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:49.448542+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('consciousness', 'consciousnessandcontent')",consciousness and content,consciousness,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:50.821490+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('consciousness', 'consciousnessandcontent')",consciousness and content,consciousness,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:52.161328+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('consciousness', 'consciousnessandcontent')",consciousness and content,consciousness,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:53.527846+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('perception', 'philosophyofphysics')",philosophy of physics,perception,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:54.906833+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('perception', 'philosophyofphysics')",philosophy of physics,perception,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:56.491247+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('perception', 'philosophyofphysics')",philosophy of physics,perception,2,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:57.945342+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('dynamicalsystem', 'supertasks')",supertasks,dynamical system,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:53:59.255619+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('dynamicalsystem', 'supertasks')",supertasks,dynamical system,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:00.598260+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('dynamicalsystem', 'supertasks')",supertasks,dynamical system,2,-1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:01.931627+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:03.276229+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:04.611734+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,2,1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:05.957301+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,3,0,course_taker,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:07.294574+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,3,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:08.606485+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:09.972893+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('defeasiblereasoning', 'epistemology')",defeasible reasoning,epistemology,3,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:11.301388+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('defeasiblereasoning', 'epistemology')",defeasible reasoning,epistemology,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:12.630406+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('defeasiblereasoning', 'epistemology')",defeasible reasoning,epistemology,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:14.010084+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('descartesontologicalargument', 'perception')",descartes' ontological argument,perception,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:15.805846+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('descartesontologicalargument', 'perception')",descartes' ontological argument,perception,2,1,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:17.160948+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('descartesontologicalargument', 'perception')",descartes' ontological argument,perception,2,1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:18.628768+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:20.276753+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,3,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:21.620406+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:22.939021+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('justifiedtruebelief', 'perception')",justified true belief,perception,2,1,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:24.321131+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('justifiedtruebelief', 'perception')",justified true belief,perception,2,1,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:25.740664+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('justifiedtruebelief', 'perception')",justified true belief,perception,2,1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:27.121053+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,3,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:28.526630+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:29.870813+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:31.268720+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:32.775284+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:34.103900+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:35.433880+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:36.778671+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:38.090160+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,2,1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:39.467244+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('consciousness', 'phenomenalconsciousness')",phenomenal consciousness,consciousness,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:40.824340+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('consciousness', 'phenomenalconsciousness')",phenomenal consciousness,consciousness,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:42.164916+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('consciousness', 'phenomenalconsciousness')",phenomenal consciousness,consciousness,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:43.521256+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('artificialintelligence', 'logicandcomputation')",logic and computation,artificial intelligence,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:44.914614+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'logicandcomputation')",logic and computation,artificial intelligence,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:46.268481+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'logicandcomputation')",logic and computation,artificial intelligence,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:47.621151+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('analysis', 'philosophyofmathematics')",analysis,philosophy of mathematics,3,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:48.950864+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('analysis', 'philosophyofmathematics')",analysis,philosophy of mathematics,3,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:50.308734+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('analysis', 'philosophyofmathematics')",analysis,philosophy of mathematics,2,1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:51.657357+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('metaphysics', 'principleofsufficientreason')",principle of sufficient reason,metaphysics,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:52.995257+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'principleofsufficientreason')",principle of sufficient reason,metaphysics,3,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:54.377985+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'principleofsufficientreason')",principle of sufficient reason,metaphysics,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:55.693266+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('perception', 'unityofconsciousness')",unity of consciousness,perception,3,1,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:57.054073+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('perception', 'unityofconsciousness')",unity of consciousness,perception,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:58.458846+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('perception', 'unityofconsciousness')",unity of consciousness,perception,3,1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:54:59.797914+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('meaning', 'metaphysics')",meaning,metaphysics,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:01.490946+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('meaning', 'metaphysics')",meaning,metaphysics,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:02.830577+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('meaning', 'metaphysics')",meaning,metaphysics,2,1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:04.172015+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:05.527043+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,3,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:06.961430+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:08.316310+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('metaphysics', 'mind')",mind,metaphysics,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:09.674223+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'mind')",mind,metaphysics,3,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:10.991321+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'mind')",mind,metaphysics,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:12.396866+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('epistemology', 'propernames')",proper names,epistemology,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:13.818424+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'propernames')",proper names,epistemology,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:15.872251+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'propernames')",proper names,epistemology,1,-1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:17.199855+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('metaphysics', 'simultaneity')",simultaneity,metaphysics,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:18.607911+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'simultaneity')",simultaneity,metaphysics,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:19.967439+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'simultaneity')",simultaneity,metaphysics,2,-1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:21.325431+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofmathematics', 'settheory')",philosophy of mathematics,set theory,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:22.650116+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmathematics', 'settheory')",philosophy of mathematics,set theory,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:24.013745+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmathematics', 'settheory')",philosophy of mathematics,set theory,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:25.351699+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,3,0,novice,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:27.011298+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:28.345483+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:29.677669+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('metaphysicsofmind', 'panpsychism')",panpsychism,metaphysics of mind,4,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:31.030542+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysicsofmind', 'panpsychism')",panpsychism,metaphysics of mind,4,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:32.463204+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysicsofmind', 'panpsychism')",panpsychism,metaphysics of mind,4,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:33.893206+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:35.228631+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:36.565542+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,2,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:37.890788+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,3,1,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:39.260771+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,3,1,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:40.595407+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,3,0,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:41.993225+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,2,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:43.346107+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,2,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:44.694709+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,2,-1,null,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:46.042768+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('arabicphilosophyandislamicphilosophy', 'metaphysics')",arabic philosophy and islamic philosophy,metaphysics,3,0,expert,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:47.484842+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('arabicphilosophyandislamicphilosophy', 'metaphysics')",arabic philosophy and islamic philosophy,metaphysics,3,0,phd,v1,v1,"{""model"": ""open-mistral-nemo"", ""temperature"": 0, ""date"": ""2025-10-21T03:55:48.814514+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
